V1,V2
CGND-HRA-01619,41926046
CGND-HRA-01620,36302690
CGND-HRA-01621,32342733
CGND-HRA-01622,42261622
CGND-HRA-01623,36807148
CGND-HRA-01624,29574207
CGND-HRA-01625,42098823
CGND-HRA-01626,39031268
CGND-HRA-01627,47962002
CGND-HRA-01628,33114323
CGND-HRA-01629,46787518
CGND-HRA-01630,39825671
CGND-HRA-01631,37041583
CGND-HRA-01632,37177237
CGND-HRA-01633,49628465
CGND-HRA-01634,40370642
CGND-HRA-01635,35971986
CGND-HRA-01636,38619730
CGND-HRA-01637,35798796
CGND-HRA-01638,35855423
CGND-HRA-01639,46791170
CGND-HRA-01640,39098241
CGND-HRA-01641,43319353
CGND-HRA-01642,41905788
CGND-HRA-01643,36594622
CGND-HRA-01644,38732891
CGND-HRA-01645,34902665
CGND-HRA-01646,39033083
CGND-HRA-01647,34011059
CGND-HRA-01648,39320827
CGND-HRA-01649,33966944
CGND-HRA-01650,46094021
CGND-HRA-01657,39933497
CGND-HRA-01658,37902094
CGND-HRA-01659,38157258
CGND-HRA-01660,38600838
CGND-HRA-01661,35669125
CGND-HRA-01662,35883575
CGND-HRA-01663,46486067
CGND-HRA-01664,37842335
CGND-HRA-01665,31465505
CGND-HRA-01666,36319867
CGND-HRA-01667,42802306
CGND-HRA-01668,37273949
CGND-HRA-01669,42224791
CGND-HRA-01670,38224564
CGND-HRA-01671,35808472
CGND-HRA-01672,38518782
CGND-HRA-01673,38011074
CGND-HRA-01674,40484728
CGND-HRA-01675,44130189
CGND-HRA-01676,37191139
CGND-HRA-01678,36823367
CGND-HRA-01679,39466625
CGND-HRA-01680,41754111
CGND-HRA-01681,35191354
CGND-HRA-01682,44393632
CGND-HRA-01683,34348411
CGND-HRA-01684,45085036
CGND-HRA-01685,36959236
CGND-HRA-01686,45057201
CGND-HRA-01687,36318944
CGND-HRA-01688,36233800
CGND-HRA-01689,43659481
CGND-HRA-01690,43467567
CGND-HRA-01691,39318352
CGND-HRA-01692,40348072
CGND-HRA-01693,38054438
CGND-HRA-01694,40580572
CGND-HRA-01695,39009934
CGND-HRA-01696,38158456
CGND-HRA-01697,42381275
CGND-HRA-01698,34801111
CGND-HRA-01699,42048877
CGND-HRA-01700,40187760
CGND-HRA-01701,45660532
CGND-HRA-01702,37318764
CGND-HRA-01703,42587424
CGND-HRA-01704,41587209
CGND-HRA-01705,41540382
CGND-HRA-01706,41311992
CGND-HRA-01707,45079412
CGND-HRA-01708,42131038
CGND-HRA-01709,43729576
CGND-HRA-01710,38031898
CGND-HRA-01711,33661013
CGND-HRA-01712,31782474
CGND-HRA-01713,42319695
CGND-HRA-01714,35217419
CGND-HRA-01715,37387559
CGND-HRA-01716,34711658
CGND-HRA-01717,38218628
CGND-HRA-01718,40813321
CGND-HRA-01719,38821664
CGND-HRA-01720,46207439
CGND-HRA-01721,41030496
CGND-HRA-01722,34738906
CGND-HRA-01723,42623412
CGND-HRA-01724,39480150
CGND-HRA-01725,36248783
CGND-HRA-01726,39956257
CGND-HRA-01727,34507786
CGND-HRA-01728,46726053
CGND-HRA-01729,36221139
CGND-HRA-01730,36060274
CGND-HRA-01731,39151875
CGND-HRA-01732,42007596
CGND-HRA-01733,35406791
CGND-HRA-01734,47648541
CGND-HRA-01735,44444401
CGND-HRA-01736,39113315
CGND-HRA-01737,45968547
CGND-HRA-01738,42932881
CGND-HRA-01739,43839142
CGND-HRA-01740,40296188
CGND-HRA-01741,39428222
CGND-HRA-01742,40151762
CGND-HRA-01743,36145744
CGND-HRA-01744,33858961
CGND-HRA-01746,41061424
CGND-HRA-01747,39998949
CGND-HRA-01748,39194936
CGND-HRA-01749,40194928
CGND-HRA-01750,42998021
CGND-HRA-01751,37175814
CGND-HRA-01752,37933918
CGND-HRA-01753,34509809
CGND-HRA-01754,37202847
CGND-HRA-01755,35800512
CGND-HRA-01756,42126066
CGND-HRA-01757,33576886
CGND-HRA-01758,27125159
CGND-HRA-01759,38200809
CGND-HRA-01760,29068318
CGND-HRA-01761,25488030
CGND-HRA-01762,31778785
CGND-HRA-01763,32075114
CGND-HRA-01764,29957281
CGND-HRA-01765,31734868
CGND-HRA-01766,29918060
CGND-HRA-01769,52408531
CGND-HRA-01770,28674763
CGND-HRA-01771,32333704
CGND-HRA-01772,27847555
CGND-HRA-01773,33952734
CGND-HRA-01774,31135887
CGND-HRA-01775,26697746
CGND-HRA-01776,30055474
CGND-HRA-01777,41418543
CGND-HRA-01778,45300706
CGND-HRA-01779,29409229
CGND-HRA-01780,27771985
CGND-HRA-01781,46421669
CGND-HRA-01782,27147753
CGND-HRA-01783,32956542
CGND-HRA-01784,28104280
CGND-HRA-01785,27013527
CGND-HRA-01786,31869107
CGND-HRA-01787,49697913
CGND-HRA-01788,30681068
CGND-HRA-01789,33256709
CGND-HRA-01790,31425503
CGND-HRA-01791,48706830
CGND-HRA-01792,33805103
CGND-HRA-01793,47376505
CGND-HRA-01794,43061755
CGND-HRA-01795,47549744
CGND-HRA-01796,38776703
CGND-HRA-01797,40420204
CGND-HRA-01798,50047812
CGND-HRA-01799,50719543
CGND-HRA-01800,31390243
CGND-HRA-01801,31881524
CGND-HRA-01802,27987428
CGND-HRA-01803,38756224
CGND-HRA-01804,27135493
CGND-HRA-01805,30467961
CGND-HRA-01806,30474639
CGND-HRA-01807,50140456
CGND-HRA-01808,28155412
CGND-HRA-01809,33927525
CGND-HRA-01810,43129766
CGND-HRA-01811,34885341
CGND-HRA-01812,35885918
CGND-HRA-01813,48566132
CGND-HRA-01814,42478958
CGND-HRA-01815,50076848
CGND-HRA-01816,21127865
CGND-HRA-01817,47713298
CGND-HRA-01818,37362454
CGND-HRA-01819,37787687
CGND-HRA-01820,44182083
CGND-HRA-01821,61952572
CGND-HRA-01822,38841029
CGND-HRA-01823,44790762
CGND-HRA-01824,38785073
CGND-HRA-01825,39788172
CGND-HRA-01826,51179936
CGND-HRA-01827,44161261
CGND-HRA-01828,37850162
CGND-HRA-01829,37658317
CGND-HRA-01830,36192436
CGND-HRA-01831,44667601
CGND-HRA-01832,43582425
CGND-HRA-01833,64844958
CGND-HRA-01834,35225198
CGND-HRA-01835,38233329
CGND-HRA-01836,38868452
CGND-HRA-01837,34225026
CGND-HRA-01838,44815211
CGND-HRA-01839,36303052
CGND-HRA-01840,56600362
CGND-HRA-01841,41492712
CGND-HRA-01842,35599259
CGND-HRA-01843,50335746
CGND-HRA-01844,48957748
CGND-HRA-01845,42789764
CGND-HRA-01846,44361375
CGND-HRA-01847,41816797
CGND-HRA-01848,35647180
CGND-HRA-01849,35701750
CGND-HRA-01850,48778512
CGND-HRA-01851,38880628
CGND-HRA-01852,47662609
CGND-HRA-01853,46028856
CGND-HRA-01854,48038163
CGND-HRA-01855,49485772
CGND-HRA-01856,47813325
CGND-HRA-01857,41581416
CGND-HRA-01858,50601075
CGND-HRA-01859,47019927
CGND-HRA-01860,62574154
CGND-HRA-01861,47075253
CGND-HRA-01862,40672481
CGND-HRA-01863,64418479
CGND-HRA-01864,42855547
CGND-HRA-01865,58775695
CGND-HRA-01866,40807575
CGND-HRA-01867,42132616
CGND-HRA-01868,54600019
CGND-HRA-01869,41637001
CGND-HRA-01870,39770491
CGND-HRA-01871,44111628
CGND-HRA-01872,44122810
CGND-HRA-01873,48183296
CGND-HRA-01874,45491596
CGND-HRA-01875,43488464
CGND-HRA-01876,56865560
CGND-HRA-01877,40233274
CGND-HRA-01878,44243623
CGND-HRA-01879,47189658
CGND-HRA-01880,43841216
CGND-HRA-01881,42954236
CGND-HRA-01882,47744843
CGND-HRA-01883,45350934
CGND-HRA-01884,51446881
CGND-HRA-01885,55059946
CGND-HRA-01886,48480239
CGND-HRA-01887,39404489
CGND-HRA-01888,62839659
CGND-HRA-01889,53027211
CGND-HRA-01890,35911226
CGND-HRA-01891,52378266
CGND-HRA-01892,50552710
CGND-HRA-01893,48371046
CGND-HRA-01894,58469930
CGND-HRA-01895,49312241
CGND-HRA-01896,52105931
CGND-HRA-01897,53899270
CGND-HRA-01898,65806935
CGND-HRA-01899,60502076
CGND-HRA-01900,52845123
CGND-HRA-01901,48184707
CGND-HRA-01902,46114239
CGND-HRA-01903,54982344
CGND-HRA-01904,49389148
CGND-HRA-01905,54443415
CGND-HRA-01906,43813250
CGND-HRA-01907,53726933
CGND-HRA-01908,41430651
CGND-HRA-01909,55899322
CGND-HRA-01910,35697829
CGND-HRA-01911,51214659
CGND-HRA-01912,40435160
CGND-HRA-01913,51243679
CGND-HRA-01914,59372535
CGND-HRA-01915,49102763
CGND-HRA-01916,56300887
CGND-HRA-01917,44489902
CGND-HRA-01918,44914369
CGND-HRA-01919,60575036
CGND-HRA-01920,43707263
CGND-HRA-01921,47961538
CGND-HRA-01922,47582733
CGND-HRA-01923,27344740
CGND-HRA-01924,34182100
CGND-HRA-01925,27682436
CGND-HRA-01926,32110610
CGND-HRA-01928,28970605
CGND-HRA-01929,37099556
CGND-HRA-01931,14118219
CGND-HRA-01932,32649045
CGND-HRA-01933,29865890
CGND-HRA-01934,39762197
CGND-HRA-01935,58057922
CGND-HRA-01936,39664010
CGND-HRA-01937,48773865
CGND-HRA-01938,36027620
CGND-HRA-01939,35934473
CGND-HRA-01940,78545606
CGND-HRA-01942,42934526
CGND-HRA-01943,40278761
CGND-HRA-01944-2,44008987
CGND-HRA-01945,30424443
CGND-HRA-01946,45511139
CGND-HRA-01947,33376859
CGND-HRA-01948,37315158
CGND-HRA-01949,41870504
CGND-HRA-01950,43916560
CGND-HRA-01951,43462663
CGND-HRA-01952,47608036
CGND-HRA-01953,47781063
CGND-HRA-01954,35452479
CGND-HRA-01955,36412074
CGND-HRA-01956,47248583
CGND-HRA-01958,41202097
CGND-HRA-01959,50252658
CGND-HRA-01960,36749422
CGND-HRA-01961,41513018
CGND-HRA-01962,35583385
CGND-HRA-01963,56069300
CGND-HRA-01964,22141333
CGND-HRA-01965,47273856
CGND-HRA-01966,41424388
CGND-HRA-01967,51994423
CGND-HRA-01968,40623344
CGND-HRA-01969,44890716
CGND-HRA-01970,44851014
CGND-HRA-01971,57296131
CGND-HRA-01972,34255095
CGND-HRA-01973,42727676
CGND-HRA-01974,55770568
CGND-HRA-01975,36286061
CGND-HRA-01976,94559895
CGND-HRA-01977,42817097
CGND-HRA-01978,37829158
CGND-HRA-01979,30627536
CGND-HRA-01980,38385928
CGND-HRA-01981,46585471
CGND-HRA-01982,42671840
CGND-HRA-01983,44620211
CGND-HRA-01984,38998042
CGND-HRA-01985,44333100
CGND-HRA-01986,47248962
CGND-HRA-01987,35655406
CGND-HRA-01988,26585163
CGND-HRA-01989,59190683
CGND-HRA-01990,45091891
CGND-HRA-01991,44317636
CGND-HRA-01992,27574794
CGND-HRA-01993,28433907
CGND-HRA-01996,31077042
CGND-HRA-01997,33022349
CGND-HRA-01998,29032549
CGND-HRA-01999,32222149
CGND-HRA-02000,30123876
CGND-HRA-02001,34687165
CGND-HRA-02003,43642290
CGND-HRA-02005,30896493
CGND-HRA-02006,32629472
CGND-HRA-02007,33331648
CGND-HRA-02008,27656079
CGND-HRA-02009,26739115
CGND-HRA-02010,30320544
CGND-HRA-02012,46873491
CGND-HRA-02016,27781195
CGND-HRA-02017,35426589
CGND-HRA-02018,32170340
CGND-HRA-02019,39915956
CGND-HRA-02020,43259110
CGND-HRA-02021,76001336
CGND-HRA-02022,30054044
CGND-HRA-02023,28286540
CGND-HRA-02024,29357610
CGND-HRA-02025,34747818
CGND-HRA-02026,28256787
CGND-HRA-02027,41507555
CGND-HRA-02028,39457970
CGND-HRA-02029,44728898
CGND-HRA-02030,35915681
CGND-HRA-02031,44500764
CGND-HRA-02032,39906746
CGND-HRA-02033,34716237
CGND-HRA-02036,43307397
CGND-HRA-02037,34641950
CGND-HRA-02038,34782340
CGND-HRA-02039,51084918
CGND-HRA-02040,28646579
CGND-HRA-02041,33620505
CGND-HRA-02042,34007000
CGND-HRA-02044,48236772
CGND-HRA-02048,46825458
CGND-HRA-02049,42028717
CGND-HRA-02051,55605994
CGND-HRA-02052,37723237
CGND-HRA-02054,40525483
CGND-HRA-02055,49974870
CGND-HRA-02056,45720134
CGND-HRA-02058,36479457
CGND-HRA-02059,52145946
CGND-HRA-02060,35851226
CGND-HRA-02063,26346376
CGND-HRA-02064,31267184
CGND-HRA-02066,41088168
CGND-HRA-02067,31255345
CGND-HRA-02068,37940063
CGND-HRA-02070,38189423
CGND-HRA-02071,46393763
CGND-HRA-02072,45004640
CGND-HRA-02073,52233684
CGND-HRA-02074,46683192
CGND-HRA-02075,32096729
CGND-HRA-02076,34484696
CGND-HRA-02077,39954539
CGND-HRA-02078,42703887
CGND-HRA-02079,68349936
CGND-HRA-02080,53328147
CGND-HRA-02081,46954641
CGND-HRA-02082,48094021
CGND-HRA-02084,44564166
CGND-HRA-02085,39381960
CGND-HRA-02090,36184351
CGND-HRA-02091,43264093
CGND-HRA-02093,48522398
CGND-HRA-02097,52645484
CGND-HRA-02100,49701927
CGND-HRA-02101,43167597
CGND-HRA-02102,52388372
CGND-HRA-02104,46611685
CGND-HRA-02105,53384712
CGND-HRA-02106,49943547
CGND-HRA-02107,40190409
CGND-HRA-02108,47965496
CGND-HRA-02114,43008869
CGND-HRA-02116,46829607
CGND-HRA-02117,45416315
CGND-HRA-02118,32440186
CGND-HRA-02119,53419803
CGND-HRA-02120,57042595
CGND-HRA-02121,38687842
CGND-HRA-02122,35785657
CGND-HRA-02123,43322161
CGND-HRA-02124,43074952
CGND-HRA-02127,48012819
CGND-HRA-02128,46899205
CGND-HRA-02132,37669657
CGND-HRA-02133,47719554
CGND-HRA-02134,47533916
CGND-HRA-02135,48436690
CGND-HRA-02136,50501646
CGND-HRA-02138,45595390
CGND-HRA-02140,37574073
CGND-HRA-02141,54158766
CGND-HRA-02142,30805949
CGND-HRA-02143,34796222
CGND-HRA-02144,33323825
CGND-HRA-02145,39574115
CGND-HRA-02146,36773677
CGND-HRA-02147,34230908
CGND-HRA-02148,36757993
CGND-HRA-02149,34610674
CGND-HRA-02150,37779243
CGND-HRA-02151,38566947
CGND-HRA-02152,35165471
CGND-HRA-02153,40014998
CGND-HRA-02154,33374277
CGND-HRA-02155,33230047
CGND-HRA-02156,37336950
CGND-HRA-02157,61566944
CGND-HRA-02158,40587127
CGND-HRA-02159,35921002
CGND-HRA-02160,39895723
CGND-HRA-02161,36136401
CGND-HRA-02162,35931964
CGND-HRA-02163,38622572
CGND-HRA-02164,37942227
CGND-HRA-02165,39830685
CGND-HRA-02166,36587657
CGND-HRA-02167,40011470
CGND-HRA-02168,42404957
CGND-HRA-02169,43817842
CGND-HRA-02170,38040983
CGND-HRA-02171,35668743
CGND-HRA-02172,42900782
CGND-HRA-02173,34839477
CGND-HRA-02174,32769048
CGND-HRA-02175,37956098
CGND-HRA-02176,37017107
CGND-HRA-02177,39136113
CGND-HRA-02178,39821312
CGND-HRA-02179,41616823
CGND-HRA-02180,49639266
CGND-HRA-02181,30364102
CGND-HRA-02182,82913326
CGND-HRA-02183,73187516
CGND-HRA-02184,44060168
CGND-HRA-02185,37874947
CGND-HRA-02186,41089144
CGND-HRA-02187,48083097
CGND-HRA-02188,76740766
CGND-HRA-02189,31708746
CGND-HRA-02190,30978527
CGND-HRA-02192,168930585
CGND-HRA-02193,40251949
CGND-HRA-02194,47878063
CGND-HRA-02195,34834274
CGND-HRA-02196,23445012
CGND-HRA-02197,32130443
CGND-HRA-02198,40806707
CGND-HRA-02199,66608813
CGND-HRA-02200,25785767
CGND-HRA-02201,35800083
CGND-HRA-02202,32244880
CGND-HRA-02203,25864356
CGND-HRA-02204,28833691
CGND-HRA-02205,40365075
CGND-HRA-02206,31082376
CGND-HRA-02207,30104299
CGND-HRA-02208,31414266
CGND-HRA-02209,33251691
CGND-HRA-02210,31954976
CGND-HRA-02211,32246675
CGND-HRA-02212,25501034
CGND-HRA-02213,29350456
CGND-HRA-02214,21674866
CGND-HRA-02215,34294867
CGND-HRA-02216,37362536
CGND-HRA-02217,44284708
CGND-HRA-02218,35397466
CGND-HRA-02219,39307030
CGND-HRA-02220,28012974
CGND-HRA-02221,32633161
CGND-HRA-02222,44998610
CGND-HRA-02223,43471536
CGND-HRA-02224,32630923
CGND-HRA-02225,34506196
CGND-HRA-02226-2,46452867
CGND-HRA-02227,34019338
CGND-HRA-02228,38088556
CGND-HRA-02229,40437724
CGND-HRA-02230,48285497
CGND-HRA-02231,34616632
CGND-HRA-02232,43927292
CGND-HRA-02233,45133838
CGND-HRA-02234,34295921
CGND-HRA-02235,48159591
CGND-HRA-02236,38138604
CGND-HRA-02237,45706663
CGND-HRA-02238,35994076
CGND-HRA-02239,29841748
CGND-HRA-02240,42967061
CGND-HRA-02241,37753471
CGND-HRA-02242,36736794
CGND-HRA-02243,37482896
CGND-HRA-02244,39904254
CGND-HRA-02245,35853745
CGND-HRA-02246,35143912
CGND-HRA-02247,36089663
CGND-HRA-02248,37815800
CGND-HRA-02249,31294913
CGND-HRA-02250,40067381
CGND-HRA-02251,43461453
CGND-HRA-02252,36914703
CGND-HRA-02253,34404511
CGND-HRA-02254,36386369
CGND-HRA-02255,40794544
CGND-HRA-02256,39133271
CGND-HRA-02258,40808198
CGND-HRA-02262-2,45397541
CGND-HRA-02263-2,45099796
CGND-HRA-02264-2,33075917
CGND-HRA-02266,45035523
CGND-HRA-02267,39775462
CGND-HRA-02268-2,53448918
CGND-HRA-02269,44057860
CGND-HRA-02270,33992904
CGND-HRA-02271,41621590
CGND-HRA-02272,46196836
CGND-HRA-02273,46367851
CGND-HRA-02274,36753232
CGND-HRA-02275,58317333
CGND-HRA-02276,40148941
CGND-HRA-02277,37799142
CGND-HRA-02278,41652213
CGND-HRA-02283,44070164
CGND-HRA-02284,43393094
CGND-HRA-02285,42117830
CGND-HRA-02286,39329649
CGND-HRA-02287,44239669
CGND-HRA-02288,46278161
CGND-HRA-02289,36470424
CGND-HRA-02290,37312803
CGND-HRA-02291,38658376
CGND-HRA-02292,44512107
CGND-HRA-02293,58548168
CGND-HRA-02294-2,36730308
CGND-HRA-02295,36290945
CGND-HRA-02296,36333131
CGND-HRA-02297,39853628
CGND-HRA-02298,37554864
CGND-HRA-02299,48306011
CGND-HRA-02300,42539781
CGND-HRA-02301,46448039
CGND-HRA-02302,34349535
CGND-HRA-02307,41807042
CGND-HRA-02308,39136355
CGND-HRA-02309,38441347
CGND-HRA-02310,42761114
CGND-HRA-02311,42240071
CGND-HRA-02312,43561927
CGND-HRA-02316,40385180
CGND-HRA-02317,46637339
CGND-HRA-02318,50338030
CGND-HRA-02319,42148691
CGND-HRA-02320,41970331
CGND-HRA-02321,40607995
CGND-HRA-02322,42017982
CGND-HRA-02323,39046237
CGND-HRA-02324,54564106
CGND-HRA-02325,39092586
CGND-HRA-02326,38274105
CGND-HRA-02327,37221062
CGND-HRA-02328,42113815
CGND-HRA-02329,42508023
CGND-HRA-02331,36915418
CGND-HRA-02332,44147646
CGND-HRA-02333,42844679
CGND-HRA-02335,36789127
CGND-HRA-02336,50264431
CGND-HRA-02337,41855549
CGND-HRA-02338,38975014
CGND-HRA-02339,49882615
CGND-HRA-02340,40782992
CGND-HRA-02341,40921493
CGND-HRA-02342,38377677
CGND-HRA-02343,38244592
CGND-HRA-02344,35972910
CGND-HRA-02345,34527112
CGND-HRA-02346,44458486
CGND-HRA-02347,46731425
CGND-HRA-02348,40597309
CGND-HRA-02349,38698773
CGND-HRA-02350,50227068
CGND-HRA-02351,40428118
CGND-HRA-02352,38184856
CGND-HRA-02353,40606936
CGND-HRA-02354,40394946
CGND-HRA-02355,42864832
CGND-HRA-02356,48161276
CGND-HRA-02357,35716848
CGND-HRA-02358,41671243
CGND-HRA-02359,48699307
CGND-HRA-02361,43604355
CGND-HRA-02364,32458953
CGND-HRA-02367,43508473
CGND-HRA-02368,37791844
CGND-HRA-02369,48282779
CGND-HRA-02370,36980864
CGND-HRA-02371,35457566
CGND-HRA-02373,36467983
CGND-HRA-02376,34766463
CGND-HRA-02377,40115056
CGND-HRA-02381,37625918
CGND-HRA-02382,36105076
CGND-HRA-02385,50840598
CGND-HRA-02386,38032039
CGND-HRA-02389,39712162
CGND-HRA-02390,37435956
CGND-HRA-02392,46999703
CGND-HRA-02393,34696437
CGND-HRA-02394,36748347
CGND-HRA-02396,59548498
CGND-HRA-02398,33987963
CGND-HRA-02399,52352346
CGND-HRA-02401,55020404
CGND-HRA-02402,52300504
CGND-HRA-02403,56235398
CGND-HRA-02404,42759544
CGND-HRA-02405,38836440
CGND-HRA-02406,36824430
CGND-HRA-02407,64249266
CGND-HRA-02409,49809320
CGND-HRA-02410,48799953
CGND-HRA-02411,38512851
CGND-HRA-02412,39059513
CGND-HRA-02413,53048339
CGND-HRA-02415,48078838
CGND-HRA-02416,52842615
CGND-HRA-02417,40515362
CGND-HRA-02418,43820217
CGND-HRA-02419,53750527
CGND-HRA-02421,48466037
CGND-HRA-02422,32584215
CGND-HRA-02423,38092571
CGND-HRA-02424,32921004
CGND-HRA-02425,39021680
CGND-HRA-02427,37465737
CGND-HRA-02428,39799958
CGND-HRA-02429,37875102
CGND-HRA-02430,34239950
CGND-HRA-02431,36981295
CGND-HRA-02432,31221703
CGND-HRA-02433,42823003
CGND-HRA-02434,36781654
CGND-HRA-02435,40340403
CGND-HRA-02436,39873596
CGND-HRA-02437,35739587
CGND-HRA-02438,42255669
CGND-HRA-02439,35297503
CGND-HRA-02440,49435127
CGND-HRA-02441,35239535
CGND-HRA-02442,44802204
CGND-HRA-02443,34091020
CGND-HRA-02444,32962909
CGND-HRA-02445,34627344
CGND-HRA-02446,37331758
CGND-HRA-02447,35185862
CGND-HRA-02448,38537140
CGND-HRA-02449,32742902
CGND-HRA-02450,43851157
CGND-HRA-02451,38507032
CGND-HRA-02452,39408335
CGND-HRA-02453,41414048
CGND-HRA-02454,41842177
CGND-HRA-02455,31130450
CGND-HRA-02456,36106643
CGND-HRA-02457,54563344
CGND-HRA-02458,48317839
CGND-HRA-02459,45086869
CGND-HRA-02460,43237763
CGND-HRA-02461,59350336
CGND-HRA-02462,58465538
CGND-HRA-02463,54278473
CGND-HRA-02464,54177695
CGND-HRA-02465,36998828
CGND-HRA-02466,39344028
CGND-HRA-02467,37354172
CGND-HRA-02468,50464476
CGND-HRA-02469,49282817
CGND-HRA-02470,52353893
CGND-HRA-02471,40251917
CGND-HRA-02472,35372517
CGND-HRA-02473,38896735
CGND-HRA-02474,51592930
CGND-HRA-02475,41876561
CGND-HRA-02476,45013024
CGND-HRA-02477,42979851
CGND-HRA-02479,40389818
CGND-HRA-02480,34529422
CGND-HRA-02482,35367399
CGND-HRA-02483,39107465
CGND-HRA-02484,32712040
CGND-HRA-02485,36408947
CGND-HRA-02486,37979598
CGND-HRA-02487,41127879
CGND-HRA-02488,38491346
CGND-HRA-02489,32765391
CGND-HRA-02490,35874657
CGND-HRA-02491,39489724
CGND-HRA-02492,37886354
CGND-HRA-02493-2,50936451
CGND-HRA-02494,32893973
CGND-HRA-02495,35275951
CGND-HRA-02496,37860978
CGND-HRA-02497,40892041
CGND-HRA-02498,36669922
CGND-HRA-02499,35409028
CGND-HRA-02500,34964171
CGND-HRA-02501,40718509
CGND-HRA-02502,42565547
CGND-HRA-02503,39110312
CGND-HRA-02504,36527039
CGND-HRA-02505,38371655
CGND-HRA-02506,34620729
CGND-HRA-02507-2,58414945
CGND-HRA-02508,37306290
CGND-HRA-02509,43669460
CGND-HRA-02510,46887973
CGND-HRA-02511,38593502
CGND-HRA-02512,45692699
CGND-HRA-02513,42024602
CGND-HRA-02514,35442507
CGND-HRA-02515,42608422
CGND-HRA-02518,41099019
CGND-HRA-02520,44049443
CGND-HRA-02521-2,32175159
CGND-HRA-02522,52796915
CGND-HRA-02523,37370632
CGND-HRA-02524,59908879
CGND-HRA-02526,51566410
CGND-HRA-02529,42690397
CGND-HRA-02530,31634124
CGND-HRA-02531,44631776
CGND-HRA-02532,42287987
CGND-HRA-02533,49238366
CGND-HRA-02534,48874270
CGND-HRA-02535,46137623
CGND-HRA-02536,49449345
CGND-HRA-02537,42174865
CGND-HRA-02538,45766315
CGND-HRA-02539,48892311
CGND-HRA-02540,55845808
CGND-HRA-02541,41117601
CGND-HRA-02542,45220855
CGND-HRA-02543,43206167
CGND-HRA-02544,41042270
CGND-HRA-02545,34752873
CGND-HRA-02546,40712897
CGND-HRA-02547,39397780
CGND-HRA-02550,41653990
CGND-HRA-02551,50068228
CGND-HRA-02552,38871833
CGND-HRA-02553,35249236
CGND-HRA-02554,47042246
CGND-HRA-02555,45057486
CGND-HRA-02556,40190649
CGND-HRA-02557,41858752
CGND-HRA-02558,38925885
CGND-HRA-02559,36400058
CGND-HRA-02560,40685179
CGND-HRA-02561,36677104
CGND-HRA-02562,33995792
CGND-HRA-02563,31493171
CGND-HRA-02564,42102919
CGND-HRA-02565,41417406
CGND-HRA-02566,42663232
CGND-HRA-02567,44074183
CGND-HRA-02568,40834687
CGND-HRA-02569,44639617
CGND-HRA-02570,39240297
CGND-HRA-02571,49207360
CGND-HRA-02572,30350387
CGND-HRA-02573,41546206
CGND-HRA-02574,41942204
CGND-HRA-02575,39440976
CGND-HRA-02576,37587576
CGND-HRA-02577,41921827
CGND-HRA-02578,41086127
CGND-HRA-02579,42122713
CGND-HRA-02580,49590661
CGND-HRA-02581,39972231
CGND-HRA-02582,38183097
CGND-HRA-02583,40460232
CGND-HRA-02584,41699467
CGND-HRA-02585,37735071
CGND-HRA-02586,41550498
CGND-HRA-02587,31390273
CGND-HRA-02588,36408034
CGND-HRA-02589,41712634
CGND-HRA-02590,36366638
CGND-HRA-02591,41054153
CGND-HRA-02592,40275890
CGND-HRA-02593,39175173
CGND-HRA-02594,40472806
CGND-HRA-02595,42034034
CGND-HRA-02596,40413629
CGND-HRA-02597,41162265
CGND-HRA-02598,36899320
CGND-HRA-02599,38311642
CGND-HRA-02600,47352897
CGND-HRA-02601,47121401
CGND-HRA-02602,41748648
CGND-HRA-02603,45478954
CGND-HRA-02604,46509927
CGND-HRA-02605,50529359
CGND-HRA-02606,35322315
CGND-HRA-02607,40839927
CGND-HRA-02608,41434467
CGND-HRA-02609,44309058
CGND-HRA-02610,39537526
CGND-HRA-02611,39396153
CGND-HRA-02617,36530107
CGND-HRA-02618,41349320
CGND-HRA-02619,41981824
CGND-HRA-02620,33436516
CGND-HRA-02621,39008451
CGND-HRA-02622,30441002
CGND-HRA-02623-2,43690462
CGND-HRA-02624-2,40523022
CGND-HRA-02627,39650613
CGND-HRA-02628,38746648
CGND-HRA-02629,39656713
CGND-HRA-02630,36723996
CGND-HRA-02631,43923829
CGND-HRA-02632,33215028
CGND-HRA-02634,45163872
CGND-HRA-02635,56296124
CGND-HRA-02636,39549376
CGND-HRA-02642,51164598
CGND-HRA-02644,28585468
CGND-HRA-02645,39356760
CGND-HRA-02646,45572368
CGND-HRA-02675,41043488
CGND-HRA-02676,41213874
CGND-HRA-02677,39541458
CGND-HRA-02678,43311687
CGND-HRA-02679,45490093
CGND-HRA-02680,40690137
CGND-HRA-02681,37186392
CGND-HRA-02682,38249601
CGND-HRA-02683,43806385
CGND-HRA-02684,39406840
CGND-HRA-02685,41051153
CGND-HRA-02686,37175079
CGND-HRA-02687-2,47302642
CGND-HRA-02688,54590314
CGND-HRA-02689,38054563
CGND-HRA-02690-2,44579009
CGND-HRA-02691,40392042
CGND-HRA-02692,40973637
CGND-HRA-02693,48375525
CGND-HRA-02694,44922379
CGND-HRA-02695,40371802
CGND-HRA-02696,42546709
CGND-HRA-02697,39952804
CGND-HRA-02698,42701166
CGND-HRA-02699,39457284
CGND-HRA-02700,41164512
CGND-HRA-02701,52620441
CGND-HRA-02702,35797686
CGND-HRA-02703,39811772
