sample_id,library_size
CGND-HRA-01010,102690362
CGND-HRA-01011,84373230
CGND-HRA-01012,99036432
CGND-HRA-01013,87721494
CGND-HRA-01014,86857968
CGND-HRA-01015,88218968
CGND-HRA-01016,113190418
CGND-HRA-01017,105316584
CGND-HRA-01018,90902604
CGND-HRA-01019,89448068
CGND-HRA-01020,100853278
CGND-HRA-01021,102461950
CGND-HRA-01022,102394762
CGND-HRA-01023,85631850
CGND-HRA-01024,107683600
CGND-HRA-01025,86514260
CGND-HRA-01026,113728682
CGND-HRA-01027,104779750
CGND-HRA-01028,108316778
CGND-HRA-01029,98307600
CGND-HRA-01030,91201692
CGND-HRA-01031,82857938
CGND-HRA-01032,94345394
CGND-HRA-01033,114350800
CGND-HRA-01034,84630190
CGND-HRA-01035,133220718
CGND-HRA-01036,119670746
CGND-HRA-01037,90336380
CGND-HRA-01038,96448232
CGND-HRA-01039,101873500
CGND-HRA-01040,92928966
CGND-HRA-01041,85922514
CGND-HRA-01042,101871464
CGND-HRA-01043,84410004
CGND-HRA-01044,126409974
CGND-HRA-01045,94816328
CGND-HRA-01046,99212118
CGND-HRA-01047,82896966
CGND-HRA-01048,102342132
CGND-HRA-01049,86007746
CGND-HRA-01050,113982996
CGND-HRA-01051,97113722
CGND-HRA-01052,92570264
CGND-HRA-01053,103013404
CGND-HRA-01054,109468112
CGND-HRA-01055,117148880
CGND-HRA-01056,103904202
CGND-HRA-01057,99139026
CGND-HRA-01058,102334954
CGND-HRA-01059,127583882
CGND-HRA-01060,98584558
CGND-HRA-01061,100495594
CGND-HRA-01062,110035818
CGND-HRA-01063,128975644
CGND-HRA-01064,110269188
CGND-HRA-01065,111102298
CGND-HRA-01066,123130480
CGND-HRA-01067,114768946
CGND-HRA-01068,112846880
CGND-HRA-01069,103783388
CGND-HRA-01070,138850442
CGND-HRA-01071,127873830
CGND-HRA-01072,118940792
CGND-HRA-01073,132007402
CGND-HRA-01074,108982724
CGND-HRA-01075,105122232
CGND-HRA-01076,135770418
CGND-HRA-01077,103995622
CGND-HRA-01078,116493766
CGND-HRA-01079,118423856
CGND-HRA-01080,108188134
CGND-HRA-01084,114942346
CGND-HRA-01085,109032702
CGND-HRA-01086,111393114
CGND-HRA-01089,104956598
CGND-HRA-01090,93430258
CGND-HRA-01091,91257170
CGND-HRA-01092,145060692
CGND-HRA-01093,119280546
CGND-HRA-01094,96965126
CGND-HRA-01095,126675478
CGND-HRA-01096,120363522
CGND-HRA-01097,91898468
CGND-HRA-01098,109998474
CGND-HRA-01099,130010292
CGND-HRA-01100,117744676
CGND-HRA-01101,114001082
CGND-HRA-01102,97383252
CGND-HRA-01103,94217920
CGND-HRA-01105,136331720
CGND-HRA-01106,94102198
CGND-HRA-01107,113732544
CGND-HRA-01108,97128358
CGND-HRA-01110,126667466
CGND-HRA-01111,107818278
CGND-HRA-01112,128401966
CGND-HRA-01113,108691080
CGND-HRA-01117,117432180
CGND-HRA-01118,132240824
CGND-HRA-01119,111272674
CGND-HRA-01120,99856822
CGND-HRA-01121,92671448
CGND-HRA-01122,120312670
CGND-HRA-01123,113403546
CGND-HRA-01124,109502320
CGND-HRA-01125,135209340
CGND-HRA-01126,92696744
CGND-HRA-01127,116976776
CGND-HRA-01128,126346086
CGND-HRA-01129,109617070
CGND-HRA-01130,109222076
CGND-HRA-01131,118226682
CGND-HRA-01132,113083450
CGND-HRA-01133,105209206
CGND-HRA-01134,98429456
CGND-HRA-01136,122639282
CGND-HRA-01137,113096264
CGND-HRA-01138,113105444
CGND-HRA-01139,90477366
CGND-HRA-01140,108565224
CGND-HRA-01141,115513880
CGND-HRA-01142,114058888
CGND-HRA-01143,110644404
CGND-HRA-01145,115835786
CGND-HRA-01146,96605022
CGND-HRA-01147,123687972
CGND-HRA-01149,135139030
CGND-HRA-01150,111911618
CGND-HRA-01151,104133960
CGND-HRA-01153,115030966
CGND-HRA-01154,126794582
CGND-HRA-01155,114988900
CGND-HRA-01156,111990110
CGND-HRA-01157,126439984
CGND-HRA-01158,110801658
CGND-HRA-01159,103433642
CGND-HRA-01160,108791496
CGND-HRA-01161,107550178
CGND-HRA-01162,127393310
CGND-HRA-01163,116066278
CGND-HRA-01164,116065956
CGND-HRA-01165,107822144
CGND-HRA-01167,138475436
CGND-HRA-01168,145854566
CGND-HRA-01170,111843964
CGND-HRA-01171,128926278
CGND-HRA-01172,127482254
CGND-HRA-01191,124608060
CGND-HRA-01192,108456672
CGND-HRA-01193,87526382
CGND-HRA-01194,121851536
CGND-HRA-01195,109284110
CGND-HRA-01196,128746256
CGND-HRA-01198,117716512
CGND-HRA-01199,113242662
CGND-HRA-01200,120452902
CGND-HRA-01201,117054332
CGND-HRA-01202,114317778
CGND-HRA-01203,109626192
CGND-HRA-01275,108938554
CGND-HRA-00097,120930804
CGND-HRA-00102,109561962
CGND-HRA-00115,97249650
CGND-HRA-00120,91038826
CGND-HRA-00125,101360924
CGND-HRA-00130,102381406
CGND-HRA-00131,116406698
CGND-HRA-00132,110757942
CGND-HRA-00140,100656288
CGND-HRA-00141,101809854
CGND-HRA-00142,94710580
CGND-HRA-00145,89539360
CGND-HRA-00146,103483868
CGND-HRA-00147,126245968
CGND-HRA-00150,91845864
CGND-HRA-00157,112721880
CGND-HRA-00163,120687618
CGND-HRA-00173,111644218
CGND-HRA-00174,94426256
CGND-HRA-00176,97287858
CGND-HRA-00190,87665224
CGND-HRA-00191,93456614
CGND-HRA-00200,95824608
CGND-HRA-00257-2,113379314
CGND-HRA-00278-2,98185102
CGND-HRA-00289,100183210
CGND-HRA-00290,92988706
CGND-HRA-00461,126633006
CGND-HRA-00462,93034960
CGND-HRA-00463,102546276
CGND-HRA-00464,96191888
CGND-HRA-00467,101158514
CGND-HRA-00468,107110788
CGND-HRA-00473,105656370
CGND-HRA-00474,100318496
CGND-HRA-00475,103020846
CGND-HRA-00477,110663298
CGND-HRA-00478,130172602
CGND-HRA-00482,103086846
CGND-HRA-00483,113200734
CGND-HRA-00484,97934648
CGND-HRA-00485,94584376
CGND-HRA-00488,113240448
CGND-HRA-00489,118840962
CGND-HRA-00490,97879738
CGND-HRA-00591-2,91614146
CGND-HRA-00627,97215302
CGND-HRA-00628,97606534
CGND-HRA-00629,102537946
CGND-HRA-00630,92892226
CGND-HRA-00646,81660352
CGND-HRA-00647,92554822
CGND-HRA-00677,100992284
CGND-HRA-00678,103941006
CGND-HRA-00679,93156452
CGND-HRA-00682,109730874
CGND-HRA-00683,235198608
CGND-HRA-00747,90421252
CGND-HRA-00748,91383082
CGND-HRA-00749,113093758
CGND-HRA-01288,106587920
CGND-HRA-01301,99620768
CGND-HRA-01346,105308314
CGND-HRA-01347,105022778
CGND-HRA-01351-2,104783560
CGND-HRA-01368-2,115356964
CGND-HRA-01663,105378022
CGND-HRA-01664,83927950
CGND-HRA-01665,75022690
CGND-HRA-01666,87968106
CGND-HRA-01667,94635498
CGND-HRA-01668,83629856
CGND-HRA-01669,95941224
CGND-HRA-01670,90582460
CGND-HRA-01671,83595476
CGND-HRA-01672,89680498
CGND-HRA-01673,84097372
CGND-HRA-01674,88722046
CGND-HRA-01675,101721032
CGND-HRA-01676,85271068
CGND-HRA-01678,82938534
CGND-HRA-01679,90177350
CGND-HRA-01680,97465942
CGND-HRA-01681,83433974
CGND-HRA-01682,102154036
CGND-HRA-01683,84938102
CGND-HRA-01684,109911458
CGND-HRA-01685,82630118
CGND-HRA-01686,100841236
CGND-HRA-01687,83051094
CGND-HRA-01688,82591576
CGND-HRA-01689,102179510
CGND-HRA-01690,98573872
CGND-HRA-01691,92377058
CGND-HRA-01692,92378308
CGND-HRA-01693,85347256
CGND-HRA-01694,89293690
CGND-HRA-01695,88940868
CGND-HRA-01696,89001382
CGND-HRA-01697,104742440
CGND-HRA-01698,82073734
CGND-HRA-01699,96984872
CGND-HRA-01700,91397858
CGND-HRA-01701,103480006
CGND-HRA-01702,86022612
CGND-HRA-01703,97985722
CGND-HRA-01704,93849404
CGND-HRA-01705,93230212
CGND-HRA-01706,97084966
CGND-HRA-01707,102814524
CGND-HRA-01708,93309126
CGND-HRA-01709,99577644
CGND-HRA-01710,84669482
CGND-HRA-01711,78013420
CGND-HRA-01712,78225566
CGND-HRA-01713,99944044
CGND-HRA-01714,83097044
CGND-HRA-01715,85971134
CGND-HRA-01716,81627368
CGND-HRA-01717,89250178
CGND-HRA-01718,95236216
CGND-HRA-01719,88664780
CGND-HRA-01720,103492418
CGND-HRA-01721,97121518
CGND-HRA-01722,81613412
CGND-HRA-01723,96010348
CGND-HRA-01724,89906812
CGND-HRA-01725,80850450
CGND-HRA-01726,91213992
CGND-HRA-01727,85830674
CGND-HRA-01728,102599134
CGND-HRA-01729,82431462
CGND-HRA-01730,83676882
CGND-HRA-01731,89982272
CGND-HRA-01732,114022008
CGND-HRA-01733,87872428
CGND-HRA-01734,122473218
CGND-HRA-01735,105189866
CGND-HRA-01736,89173024
CGND-HRA-01737,106616660
CGND-HRA-01738,98020624
CGND-HRA-01739,95499528
CGND-HRA-01740,90854260
CGND-HRA-01741,96238322
CGND-HRA-01742,92192912
CGND-HRA-01743,86509422
CGND-HRA-01744,78959890
CGND-HRA-01746,92706712
CGND-HRA-01747,94417148
CGND-HRA-01748,85986868
CGND-HRA-01749,91091398
CGND-HRA-01750,98053682
CGND-HRA-01751,82283678
CGND-HRA-01752,87094038
CGND-HRA-01753,83518442
CGND-HRA-01754,82930356
CGND-HRA-01755,79985674
CGND-HRA-01756,94800982
CGND-HRA-01757,74752352
CGND-HRA-01758,66614676
CGND-HRA-01759,90693794
CGND-HRA-01760,63941468
CGND-HRA-01761,57575678
CGND-HRA-01762,70642800
CGND-HRA-01763,71019106
CGND-HRA-01764,65482722
CGND-HRA-01765,70397142
CGND-HRA-01766,67587902
CGND-HRA-01769,124111756
CGND-HRA-01770,63629352
CGND-HRA-01771,72978856
CGND-HRA-01772,64079910
CGND-HRA-01773,77092472
CGND-HRA-01774,69323978
CGND-HRA-01775,59759956
CGND-HRA-01776,65775772
CGND-HRA-01777,90993262
CGND-HRA-01778,105394856
CGND-HRA-01779,65227528
CGND-HRA-01780,60231316
CGND-HRA-01781,102823208
CGND-HRA-01782,67680468
CGND-HRA-01783,74250214
CGND-HRA-01784,65770850
CGND-HRA-01785,59906714
CGND-HRA-01786,71307552
CGND-HRA-01787,111434520
CGND-HRA-01788,70331166
CGND-HRA-01789,74453604
CGND-HRA-01790,69186714
CGND-HRA-01800,69354088
CGND-HRA-01801,70914526
CGND-HRA-01802,62842588
CGND-HRA-01803,86795064
CGND-HRA-01804,59872202
CGND-HRA-01805,67689772
CGND-HRA-01806,68284532
CGND-HRA-01807,116846030
CGND-HRA-01808,62934144
CGND-HRA-01809,77017760
CGND-HRA-01923,62305588
CGND-HRA-01924,93826056
CGND-HRA-01925,63275420
CGND-HRA-01926,76040280
CGND-HRA-01928,65870146
CGND-HRA-01929,80760866
CGND-HRA-01931,37845478
CGND-HRA-01932,79697368
CGND-HRA-01933,64734808
CGND-HRA-01987,76662590
CGND-HRA-01988,63097718
CGND-HRA-01989,158164488
CGND-HRA-01990,112572872
CGND-HRA-01991,108602622
CGND-HRA-01992,60073030
CGND-HRA-01993,63387290
CGND-HRA-01996,70675034
CGND-HRA-01997,74407276
CGND-HRA-01998,63398700
CGND-HRA-01999,70713508
CGND-HRA-02000,67578048
CGND-HRA-02001,83871018
CGND-HRA-02002,125527778
CGND-HRA-02003,99322098
CGND-HRA-02005,68758050
CGND-HRA-02006,75018880
CGND-HRA-02007,77283426
CGND-HRA-02008,63795208
CGND-HRA-02009,63258558
CGND-HRA-02010,70551832
CGND-HRA-02012,121021318
CGND-HRA-02016,60842056
CGND-HRA-02017,80384392
CGND-HRA-02018,71705560
CGND-HRA-02022,69193320
CGND-HRA-02023,61496286
CGND-HRA-02024,64921470
CGND-HRA-02025,76049962
CGND-HRA-02026,62900244
CGND-HRA-02040,61709102
CGND-HRA-02041,73064630
CGND-HRA-02042,73809976
CGND-HRA-02058,79593804
CGND-HRA-02075,68775244
CGND-HRA-01791,105114772
CGND-HRA-01792,74879486
CGND-HRA-01793,101643818
CGND-HRA-01794,93314496
CGND-HRA-01795,106018262
CGND-HRA-01796,84759972
CGND-HRA-01797,88610912
CGND-HRA-01798,108099816
CGND-HRA-01799,112245484
CGND-HRA-01810,97528148
CGND-HRA-01811,81013570
CGND-HRA-01812,78811206
CGND-HRA-01813,105677560
CGND-HRA-01814,93354816
CGND-HRA-01815,112945566
CGND-HRA-01816,47939110
CGND-HRA-01817,108127056
CGND-HRA-01818,82918150
CGND-HRA-01819,84519276
CGND-HRA-01820,104491550
CGND-HRA-01821,138439004
CGND-HRA-01822,84347142
CGND-HRA-01823,98476734
CGND-HRA-01824,89924868
CGND-HRA-01825,96959524
CGND-HRA-01826,114235670
CGND-HRA-01827,97955494
CGND-HRA-01828,86344684
CGND-HRA-01829,88031088
CGND-HRA-01830,83993104
CGND-HRA-01831,101227124
CGND-HRA-01832,97999322
CGND-HRA-01833,149789796
CGND-HRA-01834,82188302
CGND-HRA-01835,84921276
CGND-HRA-01836,86103296
CGND-HRA-01837,77138656
CGND-HRA-01838,99864350
CGND-HRA-01839,82064768
CGND-HRA-01848,78798212
CGND-HRA-01849,79786290
CGND-HRA-01850,110942356
CGND-HRA-01934,88253038
CGND-HRA-01935,129368752
CGND-HRA-01936,88609176
CGND-HRA-01937,106250800
CGND-HRA-01938,81243660
CGND-HRA-01939,80027476
CGND-HRA-01940,183071936
CGND-HRA-01942,97683838
CGND-HRA-01945,69866510
CGND-HRA-01948,101059678
CGND-HRA-01949,127088240
CGND-HRA-01950,114141784
CGND-HRA-01951,115160148
CGND-HRA-02019,86703108
CGND-HRA-02020,97347136
CGND-HRA-02021,171547602
CGND-HRA-02027,90038072
CGND-HRA-02028,86791370
CGND-HRA-02029,97639996
CGND-HRA-02030,79075116
CGND-HRA-02031,100375832
CGND-HRA-02032,92805938
CGND-HRA-02033,81250496
CGND-HRA-02036,101750304
CGND-HRA-02037,79502448
CGND-HRA-02038,81293418
CGND-HRA-02039,120606778
CGND-HRA-02044,111723964
CGND-HRA-02048,100246940
CGND-HRA-02059,121027018
CGND-HRA-02060,84740004
CGND-HRA-02063,62767828
CGND-HRA-02064,74919802
CGND-HRA-02066,94038606
CGND-HRA-02067,72783020
CGND-HRA-02068,91157476
CGND-HRA-02076,76764278
CGND-HRA-02090,87214424
CGND-HRA-02091,99204150
CGND-HRA-01840,125798306
CGND-HRA-01841,92142066
CGND-HRA-01842,78371052
CGND-HRA-01843,117202024
CGND-HRA-01844,108430894
CGND-HRA-01845,93288918
CGND-HRA-01846,101041138
CGND-HRA-01847,91324526
CGND-HRA-01851,87799642
CGND-HRA-01852,104165776
CGND-HRA-01853,100350912
CGND-HRA-01854,107356700
CGND-HRA-01855,109134218
CGND-HRA-01856,105460532
CGND-HRA-01857,92525048
CGND-HRA-01858,111562010
CGND-HRA-01859,108166202
CGND-HRA-01860,156118584
CGND-HRA-01861,103894824
CGND-HRA-01862,89121370
CGND-HRA-01863,139810878
CGND-HRA-01864,94082704
CGND-HRA-01865,128525820
CGND-HRA-01866,88198066
CGND-HRA-01867,92256632
CGND-HRA-01868,120942284
CGND-HRA-01869,91958644
CGND-HRA-01870,88919708
CGND-HRA-01871,98218224
CGND-HRA-01872,97014836
CGND-HRA-01873,106497782
CGND-HRA-01874,99135952
CGND-HRA-01875,96674990
CGND-HRA-01876,128362454
CGND-HRA-01877,87562612
CGND-HRA-01878,98944810
CGND-HRA-01879,102171686
CGND-HRA-01880,101407126
CGND-HRA-01881,94903240
CGND-HRA-01882,103491280
CGND-HRA-01883,99364610
CGND-HRA-01884,113120148
CGND-HRA-01943,92669984
CGND-HRA-01946,100032676
CGND-HRA-01947,74638888
CGND-HRA-01952,104251992
CGND-HRA-01953,106757328
CGND-HRA-01954,78941526
CGND-HRA-01955,82309984
CGND-HRA-01956,103574380
CGND-HRA-01959,117271080
CGND-HRA-01960,86062270
CGND-HRA-01961,93765570
CGND-HRA-01962,82029432
CGND-HRA-01966,105918946
CGND-HRA-02049,99155388
CGND-HRA-02051,124080834
CGND-HRA-02052,89485188
CGND-HRA-02054,89916144
CGND-HRA-02055,116125118
CGND-HRA-02056,113923832
CGND-HRA-02070,81569610
CGND-HRA-02071,101628532
CGND-HRA-02072,97860750
CGND-HRA-02073,116126020
CGND-HRA-02074,105864084
CGND-HRA-02077,92667922
CGND-HRA-02078,98273220
CGND-HRA-02081,101362044
CGND-HRA-02082,105038076
CGND-HRA-02084,98197392
CGND-HRA-02085,86605252
CGND-HRA-02093,118381420
CGND-HRA-02097,123464880
CGND-HRA-02100,110774736
CGND-HRA-02101,96120542
CGND-HRA-02102,123511008
CGND-HRA-02104,102221848
CGND-HRA-02105,123435880
CGND-HRA-02106,115429790
CGND-HRA-02117,105244722
CGND-HRA-02118,76691458
CGND-HRA-02119,128413022
CGND-HRA-02120,132243770
CGND-HRA-02121,93042070
CGND-HRA-01885,122796760
CGND-HRA-01886,109268698
CGND-HRA-01887,87228366
CGND-HRA-01888,138613150
CGND-HRA-01889,116493008
CGND-HRA-01890,81512736
CGND-HRA-01891,117339282
CGND-HRA-01892,110402220
CGND-HRA-01893,107618142
CGND-HRA-01894,128775340
CGND-HRA-01895,110688952
CGND-HRA-01896,119934276
CGND-HRA-01897,120805600
CGND-HRA-01898,141617382
CGND-HRA-01899,130988282
CGND-HRA-01900,119511234
CGND-HRA-01901,106667634
CGND-HRA-01902,100661928
CGND-HRA-01903,119663616
CGND-HRA-01904,108697810
CGND-HRA-01905,123110030
CGND-HRA-01906,103632030
CGND-HRA-01907,116506320
CGND-HRA-01908,106057566
CGND-HRA-01909,124016568
CGND-HRA-01910,80756400
CGND-HRA-01911,115638196
CGND-HRA-01912,93786484
CGND-HRA-01913,112958670
CGND-HRA-01914,128865954
CGND-HRA-01915,109609898
CGND-HRA-01916,124811660
CGND-HRA-01917,97091968
CGND-HRA-01918,101855024
CGND-HRA-01919,134165398
CGND-HRA-01920,97349628
CGND-HRA-01921,106869188
CGND-HRA-01922,104326802
CGND-HRA-01958,96729168
CGND-HRA-01963,121654914
CGND-HRA-01964,47804618
CGND-HRA-01965,108407266
CGND-HRA-01967,117650718
CGND-HRA-01968,91317920
CGND-HRA-01969,107434620
CGND-HRA-01970,116207450
CGND-HRA-01971,133797438
CGND-HRA-01972,81214506
CGND-HRA-01973,96408442
CGND-HRA-01974,127104226
CGND-HRA-02079,146977992
CGND-HRA-02080,119860930
CGND-HRA-02107,91423960
CGND-HRA-02108,108899650
CGND-HRA-02114,105364928
CGND-HRA-02116,107393640
CGND-HRA-02122,91544544
CGND-HRA-02123,98513974
CGND-HRA-02124,116154944
CGND-HRA-02127,111328498
CGND-HRA-02128,109036620
CGND-HRA-02132,88273772
CGND-HRA-02133,106355068
CGND-HRA-02134,104059802
CGND-HRA-02135,111963866
CGND-HRA-02136,112503506
CGND-HRA-02138,111571390
CGND-HRA-02140,88474564
CGND-HRA-02141,119338344
CGND-HRA-00732,67997106
CGND-HRA-00733,64114952
CGND-HRA-00734,98323116
CGND-HRA-00735,96224472
CGND-HRA-00736,82818942
CGND-HRA-00737,71908188
CGND-HRA-00750,86048076
CGND-HRA-01173,103434238
CGND-HRA-01174,98529016
CGND-HRA-01175,64270426
CGND-HRA-01176,93659258
CGND-HRA-01177,105119258
CGND-HRA-01180,114119558
CGND-HRA-01181,87808220
CGND-HRA-01182,84882932
CGND-HRA-01183,62891728
CGND-HRA-01272,56251398
CGND-HRA-01274,142271258
CGND-HRA-01278,81730044
CGND-HRA-01279,143162242
CGND-HRA-01280,67873216
CGND-HRA-01281,79966138
CGND-HRA-01282,86544696
CGND-HRA-01303,94165632
CGND-HRA-01304,84762920
CGND-HRA-01305,73379522
CGND-HRA-01306,92002966
CGND-HRA-01307,75964116
CGND-HRA-01308,94027084
CGND-HRA-01310,76079780
CGND-HRA-01311,109646612
CGND-HRA-01312,102916308
CGND-HRA-01313,94324144
CGND-HRA-01314,78693290
CGND-HRA-01315,103291456
CGND-HRA-01316,109584772
CGND-HRA-01317,161560854
CGND-HRA-01318,63590388
CGND-HRA-01319,79259178
CGND-HRA-01320,90082824
CGND-HRA-01321,74091634
CGND-HRA-01322,91118012
CGND-HRA-01324,124257722
CGND-HRA-01325,123748378
CGND-HRA-01374,83786708
CGND-HRA-01375,97504814
CGND-HRA-01376,89548752
CGND-HRA-01377,71045466
CGND-HRA-01380,136314122
CGND-HRA-01381,89261488
CGND-HRA-01382,104570162
CGND-HRA-01383,60446810
CGND-HRA-01385,70636704
CGND-HRA-01386,84368922
CGND-HRA-01387,133179718
CGND-HRA-01389,66569944
CGND-HRA-01390,83115520
CGND-HRA-01393,92288806
CGND-HRA-01403,79574308
CGND-HRA-01412,77209660
CGND-HRA-01418,68245482
CGND-HRA-01420,94011724
CGND-HRA-01421,101562222
CGND-HRA-01430,160415504
CGND-HRA-01433,72897064
CGND-HRA-01434,117220424
CGND-HRA-01436,81740474
CGND-HRA-01441,89240624
CGND-HRA-01442,65428784
CGND-HRA-01448,92989224
CGND-HRA-01450,228847654
CGND-HRA-01472,75302672
CGND-HRA-01615,90088194
CGND-HRA-02182,191149594
CGND-HRA-02183,160531728
CGND-HRA-02184,98562248
CGND-HRA-02185,83864622
CGND-HRA-02186,98682048
CGND-HRA-02187,106658918
CGND-HRA-02188,170299982
CGND-HRA-02189,78426940
CGND-HRA-02190,69108988
CGND-HRA-02192,375699204
CGND-HRA-02193,92886782
CGND-HRA-02194,106422200
CGND-HRA-02198,94314802
CGND-HRA-02199,148287852
CGND-HRA-01273,74229510
CGND-HRA-01309,77260380
CGND-HRA-01323,50478304
CGND-HRA-01326,64248600
CGND-HRA-01384,67737692
CGND-HRA-01388,55912304
CGND-HRA-01392,68601114
CGND-HRA-01394,73665366
CGND-HRA-01396,68105112
CGND-HRA-01397,64733478
CGND-HRA-01398,79040028
CGND-HRA-01399,67947218
CGND-HRA-01400,67540096
CGND-HRA-01401,62426264
CGND-HRA-01404,66256262
CGND-HRA-01405,61147224
CGND-HRA-01407,62346136
CGND-HRA-01408,95641098
CGND-HRA-01409,59610310
CGND-HRA-01413,74985924
CGND-HRA-01414,58988724
CGND-HRA-01415,57346858
CGND-HRA-01416,72439958
CGND-HRA-01417,64717878
CGND-HRA-01419,61837172
CGND-HRA-01422,66239798
CGND-HRA-01423,62905060
CGND-HRA-01424,67099186
CGND-HRA-01425,71258556
CGND-HRA-01426,73075456
CGND-HRA-01427,94321052
CGND-HRA-01428,60204740
CGND-HRA-01429,63415466
CGND-HRA-01431,59856562
CGND-HRA-01432,65706260
CGND-HRA-01437,62344262
CGND-HRA-01438,73222534
CGND-HRA-01439,66991772
CGND-HRA-01440,75740060
CGND-HRA-01443,71282842
CGND-HRA-01445,60797128
CGND-HRA-01446,79502074
CGND-HRA-01447,61092858
CGND-HRA-01451,63174308
CGND-HRA-01452,67266124
CGND-HRA-01453,88190304
CGND-HRA-01454,56690080
CGND-HRA-01456,65231182
CGND-HRA-01459,72914072
CGND-HRA-01461,67749146
CGND-HRA-01462,74923350
CGND-HRA-01464,61065130
CGND-HRA-01467,66787790
CGND-HRA-01468,64818660
CGND-HRA-01470,60774276
CGND-HRA-01474,65745626
CGND-HRA-01476,67207226
CGND-HRA-01479,57758070
CGND-HRA-01485,67423124
CGND-HRA-01497,83194398
CGND-HRA-01509,57189716
CGND-HRA-01515,61536094
CGND-HRA-01516,60267600
CGND-HRA-01521,83744334
CGND-HRA-01542,59055890
CGND-HRA-01543,62309274
CGND-HRA-01557,73958368
CGND-HRA-01621,70015264
CGND-HRA-02195,79703842
CGND-HRA-02196,52026138
CGND-HRA-02197,71245760
CGND-HRA-02200,58289586
CGND-HRA-02201,79162508
CGND-HRA-02202,71386008
CGND-HRA-02203,57465648
CGND-HRA-02204,63568762
CGND-HRA-02205,88581908
CGND-HRA-02206,68389002
CGND-HRA-02208,71024968
CGND-HRA-02209,75454300
CGND-HRA-02210,70182628
CGND-HRA-02211,72080642
CGND-HRA-02212,57265678
CGND-HRA-02213,65380326
CGND-HRA-02214,47956024
CGND-HRA-02220,60614834
CGND-HRA-01410,78149430
CGND-HRA-01411,67443008
CGND-HRA-01449,61197100
CGND-HRA-01455,63439080
CGND-HRA-01457,74773628
CGND-HRA-01458,62823726
CGND-HRA-01463,67015220
CGND-HRA-01469,71932866
CGND-HRA-01471,69014590
CGND-HRA-01473,61869192
CGND-HRA-01475,69711218
CGND-HRA-01477,71070828
CGND-HRA-01478,59794286
CGND-HRA-01480,67250578
CGND-HRA-01481,67954522
CGND-HRA-01482,74668258
CGND-HRA-01483,58144020
CGND-HRA-01484,69699130
CGND-HRA-01487,59640328
CGND-HRA-01488,55805022
CGND-HRA-01489,57727500
CGND-HRA-01490,91489758
CGND-HRA-01491,68689872
CGND-HRA-01493,59617866
CGND-HRA-01494,76807582
CGND-HRA-01495,53748610
CGND-HRA-01496,58483414
CGND-HRA-01499,83002754
CGND-HRA-01500,72745120
CGND-HRA-01501,65100834
CGND-HRA-01502,65788018
CGND-HRA-01503,58076248
CGND-HRA-01504,66310920
CGND-HRA-01505,66891396
CGND-HRA-01506,66939816
CGND-HRA-01507,58867544
CGND-HRA-01508,86313222
CGND-HRA-01511,60890920
CGND-HRA-01512,68770038
CGND-HRA-01513,56575114
CGND-HRA-01514,65626802
CGND-HRA-01517,56667210
CGND-HRA-01518,62775704
CGND-HRA-01519,59776974
CGND-HRA-01520,67542208
CGND-HRA-01524,73760114
CGND-HRA-01525,54890354
CGND-HRA-01526,77428334
CGND-HRA-01527,56310500
CGND-HRA-01528,60826166
CGND-HRA-01530,64884162
CGND-HRA-01531,81689942
CGND-HRA-01532,55673646
CGND-HRA-01533,57366222
CGND-HRA-01534,55766830
CGND-HRA-01535,63557716
CGND-HRA-01536,73588618
CGND-HRA-01538,64212926
CGND-HRA-01539,74970108
CGND-HRA-01541,63072956
CGND-HRA-01544,58517146
CGND-HRA-01548,56601410
CGND-HRA-01549,65306228
CGND-HRA-01554,61126430
CGND-HRA-01555,60409454
CGND-HRA-01556,57532794
CGND-HRA-01560,74244628
CGND-HRA-01561,63400102
CGND-HRA-01562,62455860
CGND-HRA-01563,60367524
CGND-HRA-01564,72394586
CGND-HRA-01566,57288460
CGND-HRA-01572,56486164
CGND-HRA-01573,70693266
CGND-HRA-01578,63492390
CGND-HRA-01579,77815340
CGND-HRA-01581,57722948
CGND-HRA-01582,68763442
CGND-HRA-01584,61815610
CGND-HRA-01585,75209368
CGND-HRA-01590,70377286
CGND-HRA-01593,61364168
CGND-HRA-01596,86822960
CGND-HRA-01606,65443504
CGND-HRA-01607,60246966
CGND-HRA-01613,67309068
CGND-HRA-01614,73070330
CGND-HRA-01618,69002776
CGND-HRA-01624,64190584
CGND-HRA-02142,65765320
CGND-HRA-02181,64896890
CGND-HRA-01465,120808636
CGND-HRA-01466,86392034
CGND-HRA-01529,77595284
CGND-HRA-01537,89797376
CGND-HRA-01540,107356974
CGND-HRA-01546,103980162
CGND-HRA-01547,80980424
CGND-HRA-01551,100454616
CGND-HRA-01552,96585432
CGND-HRA-01553,95334638
CGND-HRA-01558,87373702
CGND-HRA-01559,108847934
CGND-HRA-01565,96494588
CGND-HRA-01568,106447566
CGND-HRA-01569,95784826
CGND-HRA-01570,84394324
CGND-HRA-01571,87598556
CGND-HRA-01574,96821550
CGND-HRA-01575,93352026
CGND-HRA-01576,102383334
CGND-HRA-01580,92359144
CGND-HRA-01587,148123666
CGND-HRA-01588,92771994
CGND-HRA-01592,112054206
CGND-HRA-01594,79066978
CGND-HRA-01598,117745044
CGND-HRA-01599,101065164
CGND-HRA-01600,108904668
CGND-HRA-01601,89580238
