barcode,platform,replicate,bc,leiden_labels_res20,cluster,n_genes,n_counts,percent_mito,umap_1,umap_2,donor_barcode,cluster_label,cell_type,junctions
Parse-2-02_09_80__sParse,Parse,2,02_09_80__sParse,4,Glutamatergic neuron-2,5196,14645,0.573574598839194,11.509683,8.117631,02_09_80__sParse-2,Glu 2,Glutamatergic,4277
Parse-2-02_10_01__sParse,Parse,2,02_10_01__sParse,4,Glutamatergic neuron-2,1581,2894,1.20939875604699,9.286074,7.986452,02_10_01__sParse-2,Glu 2,Glutamatergic,986
Parse-2-02_10_75__sParse,Parse,2,02_10_75__sParse,17,Glutamatergic neuron-6,3203,6583,0.288622208719429,-3.342754,11.195968,02_10_75__sParse-2,Glu 6,Glutamatergic,2411
Parse-2-02_10_87__sParse,Parse,2,02_10_87__sParse,2,Mural-2,4552,11091,1.88441078351817,1.0485065,5.319443,02_10_87__sParse-2,Mural 2,Mural,3408
Parse-2-02_10_90__sParse,Parse,2,02_10_90__sParse,1,Mural,4260,9421,0.382125039804692,5.4099674,8.1892185,02_10_90__sParse-2,Mural 1,Mural,3576
Parse-2-02_10_94__sParse,Parse,2,02_10_94__sParse,2,Mural-2,3981,8948,0.525257040679481,-1.5744826,5.8687196,02_10_94__sParse-2,Mural 2,Mural,2337
Parse-2-02_10_95__sParse,Parse,2,02_10_95__sParse,1,Mural,2117,3518,0.22740193291643,3.9110231,8.0713415,02_10_95__sParse-2,Mural 1,Mural,993
Parse-2-02_11_18__sParse,Parse,2,02_11_18__sParse,4,Glutamatergic neuron-2,3985,9167,0.425439074942729,11.190315,8.829517,02_11_18__sParse-2,Glu 2,Glutamatergic,2203
Parse-2-02_11_38__sParse,Parse,2,02_11_38__sParse,13,Mural-4,4789,14825,0.256323777403035,17.795424,6.504199,02_11_38__sParse-2,Mural 4,Mural,3817
Parse-2-02_11_54__sParse,Parse,2,02_11_54__sParse,9,Glutamatergic neuron-4,5286,18145,0.281069165059245,9.057669,12.329019,02_11_54__sParse-2,Glu 4,Glutamatergic,4123
Parse-2-02_11_62__sParse,Parse,2,02_11_62__sParse,18,GABAergic neuron,4636,12305,1.84477854530679,-1.2357264,24.402922,02_11_62__sParse-2,GABAergic 1,GABAergic,2862
Parse-2-02_12_03__sParse,Parse,2,02_12_03__sParse,7,Glutamatergic neuron-3,5009,13457,0.535037526937653,0.5518704,-3.5131788,02_12_03__sParse-2,Glu 3,Glutamatergic,3185
Parse-2-02_12_14__sParse,Parse,2,02_12_14__sParse,3,Glutamatergic neuron,6231,26768,0.556634787806336,12.098712,5.324392,02_12_14__sParse-2,Glu 1,Glutamatergic,6285
Parse-2-02_12_17__sParse,Parse,2,02_12_17__sParse,8,OPC,1237,2041,2.35178833904949,1.8922204,20.766768,02_12_17__sParse-2,OPC 1,OPC,334
Parse-2-02_12_20__sParse,Parse,2,02_12_20__sParse,5,Mural-3,4605,12485,0.600720865038046,3.6225688,6.0486608,02_12_20__sParse-2,Mural 3,Mural,3107
Parse-2-02_12_35__sParse,Parse,2,02_12_35__sParse,8,OPC,6516,25908,0.200710205341979,2.6392183,19.220396,02_12_35__sParse-2,OPC 1,OPC,5965
Parse-2-02_12_42__sParse,Parse,2,02_12_42__sParse,1,Mural,3473,8878,1.46429375985582,5.0749383,9.344766,02_12_42__sParse-2,Mural 1,Mural,1862
Parse-2-02_12_52__sParse,Parse,2,02_12_52__sParse,10,Glutamatergic neuron-5,4484,11423,1.9084303598004,8.427936,4.5701504,02_12_52__sParse-2,Glu 5,Glutamatergic,2377
Parse-2-02_12_65__sParse,Parse,2,02_12_65__sParse,4,Glutamatergic neuron-2,1391,2273,1.71579410470744,9.445669,9.531706,02_12_65__sParse-2,Glu 2,Glutamatergic,413
Parse-2-02_12_77__sParse,Parse,2,02_12_77__sParse,3,Glutamatergic neuron,2775,6502,1.61488772685328,10.9930725,6.769452,02_12_77__sParse-2,Glu 1,Glutamatergic,1642
Parse-2-02_12_82__sParse,Parse,2,02_12_82__sParse,8,OPC,2797,6794,2.44333235207536,3.0800598,20.50841,02_12_82__sParse-2,OPC 1,OPC,1154
Parse-2-02_12_90__sParse,Parse,2,02_12_90__sParse,12,12,1376,2490,0.602409638554217,5.079262,11.5588455,02_12_90__sParse-2,12,12,508
Parse-2-02_12_93__sParse,Parse,2,02_12_93__sParse,3,Glutamatergic neuron,5806,20978,0.200209743540852,11.972846,5.7634497,02_12_93__sParse-2,Glu 1,Glutamatergic,5107
Parse-2-02_13_18__sParse,Parse,2,02_13_18__sParse,1,Mural,1886,3559,6.54678280415847,3.9614275,9.568016,02_13_18__sParse-2,Mural 1,Mural,1040
Parse-2-02_13_26__sParse,Parse,2,02_13_26__sParse,6,GABAergic VIP interneuron,3280,8637,0.451545675581799,-1.7277706,17.031168,02_13_26__sParse-2,VIP 1,GABAergic,1818
Parse-2-02_13_29__sParse,Parse,2,02_13_29__sParse,12,12,2323,3936,0.38109756097561,4.7926035,11.453593,02_13_29__sParse-2,12,12,840
Parse-2-02_13_39__sParse,Parse,2,02_13_39__sParse,8,OPC,3287,8632,5.72289156626506,2.8754973,19.781042,02_13_39__sParse-2,OPC 1,OPC,1579
Parse-2-02_13_46__sParse,Parse,2,02_13_46__sParse,15,Mural-5,2746,4925,0.893401015228426,2.98169,10.56684,02_13_46__sParse-2,Mural 5,Mural,1192
Parse-2-02_13_56__sParse,Parse,2,02_13_56__sParse,20,Microglia,2716,6186,1.08309085030715,21.705572,3.118353,02_13_56__sParse-2,Microglia 1,Microglia,1191
Parse-2-02_13_57__sParse,Parse,2,02_13_57__sParse,12,12,4915,16491,0.824692256382269,6.6272135,12.369044,02_13_57__sParse-2,12,12,3595
Parse-2-02_13_84__sParse,Parse,2,02_13_84__sParse,7,Glutamatergic neuron-3,986,1520,6.05263157894737,-0.008934786,-2.7984126,02_13_84__sParse-2,Glu 3,Glutamatergic,256
Parse-2-02_13_90__sParse,Parse,2,02_13_90__sParse,4,Glutamatergic neuron-2,5002,16120,0.53970223325062,11.421693,8.615948,02_13_90__sParse-2,Glu 2,Glutamatergic,4014
Parse-2-02_13_94__sParse,Parse,2,02_13_94__sParse,7,Glutamatergic neuron-3,2398,4379,0.365380223795387,-2.1510663,-2.8768456,02_13_94__sParse-2,Glu 3,Glutamatergic,1369
Parse-2-02_14_01__sParse,Parse,2,02_14_01__sParse,5,Mural-3,2068,3722,0.510478237506717,1.4268631,5.551897,02_14_01__sParse-2,Mural 3,Mural,722
Parse-2-02_14_06__sParse,Parse,2,02_14_06__sParse,6,GABAergic VIP interneuron,1208,2040,5,-0.11141581,16.187418,02_14_06__sParse-2,VIP 1,GABAergic,769
Parse-2-02_14_10__sParse,Parse,2,02_14_10__sParse,15,Mural-5,4507,11541,0.64985703145308,3.6123276,11.227709,02_14_10__sParse-2,Mural 5,Mural,3183
Parse-2-02_14_52__sParse,Parse,2,02_14_52__sParse,2,Mural-2,3131,5924,0.320729237002026,1.0579627,4.6969495,02_14_52__sParse-2,Mural 2,Mural,1757
Parse-2-02_14_68__sParse,Parse,2,02_14_68__sParse,1,Mural,6779,29010,1.8166149603585,6.4685135,9.952041,02_14_68__sParse-2,Mural 1,Mural,7694
Parse-2-02_14_90__sParse,Parse,2,02_14_90__sParse,9,Glutamatergic neuron-4,5901,18068,0.199247288023024,9.323505,11.71236,02_14_90__sParse-2,Glu 4,Glutamatergic,7070
Parse-2-02_15_09__sParse,Parse,2,02_15_09__sParse,2,Mural-2,4692,11056,0.750723589001447,-0.3463653,6.1074553,02_15_09__sParse-2,Mural 2,Mural,3820
Parse-2-02_15_22__sParse,Parse,2,02_15_22__sParse,4,Glutamatergic neuron-2,2441,4402,0.408905043162199,9.952349,7.4352365,02_15_22__sParse-2,Glu 2,Glutamatergic,1221
Parse-2-02_15_40__sParse,Parse,2,02_15_40__sParse,6,GABAergic VIP interneuron,2439,4396,0.955414012738854,-2.6962395,16.678926,02_15_40__sParse-2,VIP 1,GABAergic,859
Parse-2-02_15_86__sParse,Parse,2,02_15_86__sParse,10,Glutamatergic neuron-5,1798,3581,0.16755096341804,19.327581,15.550528,02_15_86__sParse-2,Glu 5,Glutamatergic,594
Parse-2-02_15_93__sParse,Parse,2,02_15_93__sParse,3,Glutamatergic neuron,4788,13132,0.0837648492232714,12.151003,6.544744,02_15_93__sParse-2,Glu 1,Glutamatergic,5107
Parse-2-02_15_96__sParse,Parse,2,02_15_96__sParse,5,Mural-3,3673,8196,0.512445095168375,1.3977268,5.772318,02_15_96__sParse-2,Mural 3,Mural,2093
Parse-2-02_16_13__sParse,Parse,2,02_16_13__sParse,3,Glutamatergic neuron,4197,11640,0.678694158075602,10.661342,5.967059,02_16_13__sParse-2,Glu 1,Glutamatergic,3007
Parse-2-02_16_41__sParse,Parse,2,02_16_41__sParse,3,Glutamatergic neuron,5842,22422,0.41031130140041,12.685706,5.978556,02_16_41__sParse-2,Glu 1,Glutamatergic,6077
Parse-2-02_16_54__sParse,Parse,2,02_16_54__sParse,2,Mural-2,1711,2667,0.187476565429321,0.100174144,6.226787,02_16_54__sParse-2,Mural 2,Mural,1135
Parse-2-02_16_67__sParse,Parse,2,02_16_67__sParse,20,Microglia,3110,8133,0.33198081888602,21.321383,3.8026106,02_16_67__sParse-2,Microglia 1,Microglia,1358
Parse-2-02_16_69__sParse,Parse,2,02_16_69__sParse,14,14,3788,8683,0.518254059656801,0.59471744,-8.394557,02_16_69__sParse-2,14,14,2713
Parse-2-02_16_76__sParse,Parse,2,02_16_76__sParse,8,OPC,6445,27666,0.809658064049736,3.6624422,19.725216,02_16_76__sParse-2,OPC 1,OPC,6659
Parse-2-02_16_82__sParse,Parse,2,02_16_82__sParse,14,14,4011,9423,0.191021967526266,0.8765935,-8.474514,02_16_82__sParse-2,14,14,2979
Parse-2-02_16_90__sParse,Parse,2,02_16_90__sParse,9,Glutamatergic neuron-4,4175,9839,0.0508181725785141,8.959624,11.662672,02_16_90__sParse-2,Glu 4,Glutamatergic,3115
Parse-2-02_17_10__sParse,Parse,2,02_17_10__sParse,5,Mural-3,4985,14311,0.768639508070715,1.7242216,4.5607367,02_17_10__sParse-2,Mural 3,Mural,3334
Parse-2-02_17_16__sParse,Parse,2,02_17_16__sParse,15,Mural-5,5225,15325,0.182707993474715,2.1977818,12.595695,02_17_16__sParse-2,Mural 5,Mural,3532
Parse-2-02_17_75__sParse,Parse,2,02_17_75__sParse,4,Glutamatergic neuron-2,3621,7576,0.422386483632524,11.5385685,9.174807,02_17_75__sParse-2,Glu 2,Glutamatergic,3727
Parse-2-02_17_77__sParse,Parse,2,02_17_77__sParse,8,OPC,2128,3980,3.36683417085427,2.5228853,20.351091,02_17_77__sParse-2,OPC 1,OPC,755
Parse-2-02_17_78__sParse,Parse,2,02_17_78__sParse,2,Mural-2,2072,3396,0.117785630153121,-0.18646906,6.7739015,02_17_78__sParse-2,Mural 2,Mural,1249
Parse-2-02_17_80__sParse,Parse,2,02_17_80__sParse,2,Mural-2,7329,29241,0.742108683013577,-1.8602773,5.237156,02_17_80__sParse-2,Mural 2,Mural,7821
Parse-2-02_18_16__sParse,Parse,2,02_18_16__sParse,8,OPC,989,1530,3.0718954248366,1.689318,20.715593,02_18_16__sParse-2,OPC 1,OPC,429
Parse-2-02_18_41__sParse,Parse,2,02_18_41__sParse,6,GABAergic VIP interneuron,1951,4133,0.604887490926688,-1.3568237,16.875973,02_18_41__sParse-2,VIP 1,GABAergic,798
Parse-2-02_18_51__sParse,Parse,2,02_18_51__sParse,13,Mural-4,5527,22438,0.329797664675996,17.606592,5.5605483,02_18_51__sParse-2,Mural 4,Mural,5788
Parse-2-02_18_62__sParse,Parse,2,02_18_62__sParse,3,Glutamatergic neuron,5010,15955,0.864932623002194,12.439566,5.846465,02_18_62__sParse-2,Glu 1,Glutamatergic,3876
Parse-2-02_18_72__sParse,Parse,2,02_18_72__sParse,14,14,5529,17191,0.750392647315456,0.62381965,-8.663002,02_18_72__sParse-2,14,14,4461
Parse-2-02_18_86__sParse,Parse,2,02_18_86__sParse,20,Microglia,2824,6389,0.547816559712005,21.74111,2.9132426,02_18_86__sParse-2,Microglia 1,Microglia,1307
Parse-2-02_19_13__sParse,Parse,2,02_19_13__sParse,1,Mural,6125,19082,0.581700031443245,6.5180187,9.198601,02_19_13__sParse-2,Mural 1,Mural,4870
Parse-2-02_19_31__sParse,Parse,2,02_19_31__sParse,10,Glutamatergic neuron-5,2333,4821,0.497822028624767,19.21516,15.344009,02_19_31__sParse-2,Glu 5,Glutamatergic,1010
Parse-2-02_19_34__sParse,Parse,2,02_19_34__sParse,2,Mural-2,5686,16742,0.101541034523952,-0.86449164,5.9143977,02_19_34__sParse-2,Mural 2,Mural,5380
Parse-2-02_19_49__sParse,Parse,2,02_19_49__sParse,4,Glutamatergic neuron-2,2254,4851,0.412286126571841,10.537766,8.1455345,02_19_49__sParse-2,Glu 2,Glutamatergic,1199
Parse-2-02_19_50__sParse,Parse,2,02_19_50__sParse,19,Endothelial,2253,4385,0.592930444697834,10.901425,-3.3156896,02_19_50__sParse-2,Endo 1,Endothelial,1927
Parse-2-02_19_75__sParse,Parse,2,02_19_75__sParse,5,Mural-3,2568,4478,0.178651183564091,1.4375799,6.2560353,02_19_75__sParse-2,Mural 3,Mural,1780
Parse-2-02_19_91__sParse,Parse,2,02_19_91__sParse,4,Glutamatergic neuron-2,7895,34636,0.1905531816607,9.6010275,8.01446,02_19_91__sParse-2,Glu 2,Glutamatergic,10482
Parse-2-02_20_03__sParse,Parse,2,02_20_03__sParse,2,Mural-2,5219,15003,0.939812037592482,-1.3330246,5.001084,02_20_03__sParse-2,Mural 2,Mural,3838
Parse-2-02_20_24__sParse,Parse,2,02_20_24__sParse,17,Glutamatergic neuron-6,5085,14020,0.485021398002853,-3.1187086,10.99909,02_20_24__sParse-2,Glu 6,Glutamatergic,4369
Parse-2-02_20_52__sParse,Parse,2,02_20_52__sParse,14,14,5815,18809,0.303046413950768,0.44455624,-8.253511,02_20_52__sParse-2,14,14,5029
Parse-2-02_20_83__sParse,Parse,2,02_20_83__sParse,5,Mural-3,4922,13660,0.519765739385066,1.0433509,5.208508,02_20_83__sParse-2,Mural 3,Mural,4362
Parse-2-02_20_91__sParse,Parse,2,02_20_91__sParse,2,Mural-2,5806,18271,0.355755021618959,-0.2789277,3.8755822,02_20_91__sParse-2,Mural 2,Mural,4958
Parse-2-02_21_06__sParse,Parse,2,02_21_06__sParse,3,Glutamatergic neuron,4594,15165,0.356083086053412,10.422322,6.7738986,02_21_06__sParse-2,Glu 1,Glutamatergic,4291
Parse-2-02_21_49__sParse,Parse,2,02_21_49__sParse,5,Mural-3,3405,7256,1.21278941565601,3.5210621,6.0262246,02_21_49__sParse-2,Mural 3,Mural,1709
Parse-2-02_21_53__sParse,Parse,2,02_21_53__sParse,9,Glutamatergic neuron-4,7415,30119,0.0996049005611076,9.488032,12.292004,02_21_53__sParse-2,Glu 4,Glutamatergic,7681
Parse-2-02_21_63__sParse,Parse,2,02_21_63__sParse,3,Glutamatergic neuron,4283,12533,1.41227160296816,12.77711,6.7702327,02_21_63__sParse-2,Glu 1,Glutamatergic,4437
Parse-2-02_21_65__sParse,Parse,2,02_21_65__sParse,1,Mural,5239,14266,0.483667461096313,6.0506825,8.42108,02_21_65__sParse-2,Mural 1,Mural,4589
Parse-2-02_21_74__sParse,Parse,2,02_21_74__sParse,12,12,4442,10950,0.319634703196347,5.6533947,11.237905,02_21_74__sParse-2,12,12,3714
Parse-2-02_21_83__sParse,Parse,2,02_21_83__sParse,16,GABAergic SST interneuron,1702,3430,2.59475218658892,-8.158108,9.665601,02_21_83__sParse-2,SST 1,GABAergic,645
Parse-2-02_21_86__sParse,Parse,2,02_21_86__sParse,19,Endothelial,2931,6948,0.273459988485895,12.907226,-1.7039732,02_21_86__sParse-2,Endo 1,Endothelial,2192
Parse-2-02_21_93__sParse,Parse,2,02_21_93__sParse,6,GABAergic VIP interneuron,1359,2501,4.83806477409036,-1.5469173,17.551779,02_21_93__sParse-2,VIP 1,GABAergic,523
Parse-2-02_21_96__sParse,Parse,2,02_21_96__sParse,11,GABAergic PVALB interneuron,2879,7506,0.905941913136158,-9.293387,6.2923813,02_21_96__sParse-2,PVALB 1,GABAergic,1596
Parse-2-02_22_74__sParse,Parse,2,02_22_74__sParse,5,Mural-3,4055,12231,2.43643201700597,1.3112375,4.155852,02_22_74__sParse-2,Mural 3,Mural,2306
Parse-2-02_23_05__sParse,Parse,2,02_23_05__sParse,2,Mural-2,5502,20747,1.3785125560322,-1.4077715,5.134215,02_23_05__sParse-2,Mural 2,Mural,4455
Parse-2-02_23_15__sParse,Parse,2,02_23_15__sParse,10,Glutamatergic neuron-5,1914,3679,1.6580592552324,19.346434,15.469069,02_23_15__sParse-2,Glu 5,Glutamatergic,520
Parse-2-02_23_18__sParse,Parse,2,02_23_18__sParse,4,Glutamatergic neuron-2,6868,24163,0.0620783843065844,9.023759,6.9740634,02_23_18__sParse-2,Glu 2,Glutamatergic,9515
Parse-2-02_23_39__sParse,Parse,2,02_23_39__sParse,1,Mural,6261,24419,0.622466112453417,6.484298,8.990012,02_23_39__sParse-2,Mural 1,Mural,5788
Parse-2-02_23_84__sParse,Parse,2,02_23_84__sParse,3,Glutamatergic neuron,4715,12498,0.336053768602977,12.367425,7.098234,02_23_84__sParse-2,Glu 1,Glutamatergic,2971
Parse-2-02_24_13__sParse,Parse,2,02_24_13__sParse,12,12,2875,5643,2.95941874889243,4.620088,12.706209,02_24_13__sParse-2,12,12,2619
Parse-2-02_24_25__sParse,Parse,2,02_24_25__sParse,2,Mural-2,2559,4928,3.75405844155844,-1.7128398,5.4849935,02_24_25__sParse-2,Mural 2,Mural,1424
Parse-2-02_24_29__sParse,Parse,2,02_24_29__sParse,15,Mural-5,4249,9833,0.691548866063256,2.988094,11.742032,02_24_29__sParse-2,Mural 5,Mural,2968
Parse-2-02_24_39__sParse,Parse,2,02_24_39__sParse,14,14,3769,8478,0.271290398678934,1.0138295,-8.414062,02_24_39__sParse-2,14,14,2351
Parse-2-02_24_58__sParse,Parse,2,02_24_58__sParse,18,GABAergic neuron,5596,17408,1.72334558823529,-1.1971997,24.521975,02_24_58__sParse-2,GABAergic 1,GABAergic,4622
Parse-2-02_24_63__sParse,Parse,2,02_24_63__sParse,7,Glutamatergic neuron-3,3167,6854,0.350160490224686,-1.9793822,-2.927986,02_24_63__sParse-2,Glu 3,Glutamatergic,2005
Parse-2-02_24_65__sParse,Parse,2,02_24_65__sParse,18,GABAergic neuron,5633,22201,0.752218368541958,-1.5888238,25.06818,02_24_65__sParse-2,GABAergic 1,GABAergic,4274
Parse-2-02_24_68__sParse,Parse,2,02_24_68__sParse,13,Mural-4,1427,2489,0.321414222579349,18.682096,7.482634,02_24_68__sParse-2,Mural 4,Mural,672
Parse-2-02_24_82__sParse,Parse,2,02_24_82__sParse,16,GABAergic SST interneuron,1473,2811,1.13838491639986,-8.569578,9.619921,02_24_82__sParse-2,SST 1,GABAergic,562
Parse-2-02_24_95__sParse,Parse,2,02_24_95__sParse,2,Mural-2,7504,31224,0.0992826031258007,-0.6678167,3.7019455,02_24_95__sParse-2,Mural 2,Mural,8812
Parse-2-02_25_05__sParse,Parse,2,02_25_05__sParse,10,Glutamatergic neuron-5,3290,7062,0.127442650807137,7.6785836,5.951941,02_25_05__sParse-2,Glu 5,Glutamatergic,2690
Parse-2-02_25_19__sParse,Parse,2,02_25_19__sParse,9,Glutamatergic neuron-4,5526,15992,0.625312656328164,8.487127,12.391061,02_25_19__sParse-2,Glu 4,Glutamatergic,3910
Parse-2-02_25_28__sParse,Parse,2,02_25_28__sParse,9,Glutamatergic neuron-4,4767,12548,0.358622888109659,8.634579,12.072653,02_25_28__sParse-2,Glu 4,Glutamatergic,3592
Parse-2-02_25_37__sParse,Parse,2,02_25_37__sParse,15,Mural-5,1770,3268,2.05018359853121,3.2308557,10.879069,02_25_37__sParse-2,Mural 5,Mural,763
Parse-2-02_25_53__sParse,Parse,2,02_25_53__sParse,9,Glutamatergic neuron-4,2668,5877,0.952867109069253,9.435706,11.395978,02_25_53__sParse-2,Glu 4,Glutamatergic,1453
Parse-2-02_26_14__sParse,Parse,2,02_26_14__sParse,1,Mural,5007,13398,1.40319450664278,6.2115393,8.273357,02_26_14__sParse-2,Mural 1,Mural,3611
Parse-2-02_26_18__sParse,Parse,2,02_26_18__sParse,1,Mural,5350,15740,0.387547649301144,6.445636,9.078899,02_26_18__sParse-2,Mural 1,Mural,3852
Parse-2-02_26_28__sParse,Parse,2,02_26_28__sParse,12,12,2705,5879,1.49685320632761,5.3285646,12.058783,02_26_28__sParse-2,12,12,1340
Parse-2-02_26_50__sParse,Parse,2,02_26_50__sParse,11,GABAergic PVALB interneuron,1863,3489,0.974491258240184,-8.940494,6.842655,02_26_50__sParse-2,PVALB 1,GABAergic,933
Parse-2-02_27_05__sParse,Parse,2,02_27_05__sParse,5,Mural-3,1787,3477,0.115041702617199,2.308535,6.3506346,02_27_05__sParse-2,Mural 3,Mural,600
Parse-2-02_27_12__sParse,Parse,2,02_27_12__sParse,4,Glutamatergic neuron-2,3486,7716,0.414722654224987,10.122136,9.377521,02_27_12__sParse-2,Glu 2,Glutamatergic,1926
Parse-2-02_27_14__sParse,Parse,2,02_27_14__sParse,18,GABAergic neuron,2099,4431,2.68562401263823,-1.4289984,24.150385,02_27_14__sParse-2,GABAergic 1,GABAergic,798
Parse-2-02_27_15__sParse,Parse,2,02_27_15__sParse,3,Glutamatergic neuron,6354,22069,0.389686891114233,12.42818,7.6821527,02_27_15__sParse-2,Glu 1,Glutamatergic,5752
Parse-2-02_27_17__sParse,Parse,2,02_27_17__sParse,12,12,6929,30081,0.588411289518301,6.016372,12.486115,02_27_17__sParse-2,12,12,6481
Parse-2-02_27_22__sParse,Parse,2,02_27_22__sParse,13,Mural-4,2767,6306,0.111005391690454,17.863554,6.3880434,02_27_22__sParse-2,Mural 4,Mural,1345
Parse-2-02_27_41__sParse,Parse,2,02_27_41__sParse,2,Mural-2,4002,9308,0.161151697464547,-1.3552166,5.477636,02_27_41__sParse-2,Mural 2,Mural,1920
Parse-2-02_27_85__sParse,Parse,2,02_27_85__sParse,14,14,5220,14208,0.520833333333333,0.47222358,-7.953199,02_27_85__sParse-2,14,14,3551
Parse-2-02_27_86__sParse,Parse,2,02_27_86__sParse,16,GABAergic SST interneuron,1481,2811,2.31234436143721,-8.493532,9.608559,02_27_86__sParse-2,SST 1,GABAergic,545
Parse-2-02_27_88__sParse,Parse,2,02_27_88__sParse,13,Mural-4,4996,13647,0.410346596321536,18.944244,6.496219,02_27_88__sParse-2,Mural 4,Mural,3150
Parse-2-02_28_08__sParse,Parse,2,02_28_08__sParse,1,Mural,4468,11587,0.371105549322517,5.145435,10.598637,02_28_08__sParse-2,Mural 1,Mural,2626
Parse-2-02_28_13__sParse,Parse,2,02_28_13__sParse,5,Mural-3,4702,13259,0.0754204691153179,3.115608,5.630048,02_28_13__sParse-2,Mural 3,Mural,3796
Parse-2-02_28_39__sParse,Parse,2,02_28_39__sParse,5,Mural-3,1920,3562,4.18304323413812,2.4949038,6.057467,02_28_39__sParse-2,Mural 3,Mural,766
Parse-2-02_28_47__sParse,Parse,2,02_28_47__sParse,3,Glutamatergic neuron,6390,21251,1.17170956660863,12.349743,6.879406,02_28_47__sParse-2,Glu 1,Glutamatergic,6296
Parse-2-02_28_55__sParse,Parse,2,02_28_55__sParse,4,Glutamatergic neuron-2,5575,17517,0.879145972483873,10.528168,8.869313,02_28_55__sParse-2,Glu 2,Glutamatergic,5456
Parse-2-02_28_66__sParse,Parse,2,02_28_66__sParse,1,Mural,2461,4344,0.782688766114181,4.1299653,9.368528,02_28_66__sParse-2,Mural 1,Mural,1156
Parse-2-02_28_68__sParse,Parse,2,02_28_68__sParse,5,Mural-3,3526,8033,0.970994647080792,3.0933022,4.8056717,02_28_68__sParse-2,Mural 3,Mural,2153
Parse-2-02_28_81__sParse,Parse,2,02_28_81__sParse,2,Mural-2,2378,4159,0.504929069487858,-0.706786,6.5891757,02_28_81__sParse-2,Mural 2,Mural,846
Parse-2-02_28_90__sParse,Parse,2,02_28_90__sParse,5,Mural-3,1515,2315,0.259179265658747,2.5906937,6.5032296,02_28_90__sParse-2,Mural 3,Mural,533
Parse-2-02_29_20__sParse,Parse,2,02_29_20__sParse,7,Glutamatergic neuron-3,6698,25404,0.149582742875138,0.33941808,-3.6397316,02_29_20__sParse-2,Glu 3,Glutamatergic,7051
Parse-2-02_30_08__sParse,Parse,2,02_30_08__sParse,13,Mural-4,2586,5339,0.224761191234314,18.467375,6.348178,02_30_08__sParse-2,Mural 4,Mural,1397
Parse-2-02_30_20__sParse,Parse,2,02_30_20__sParse,6,GABAergic VIP interneuron,2781,5869,0.613392400749702,-1.5313095,15.850502,02_30_20__sParse-2,VIP 1,GABAergic,1601
Parse-2-02_30_41__sParse,Parse,2,02_30_41__sParse,5,Mural-3,1651,3003,2.46420246420246,2.135446,4.9508843,02_30_41__sParse-2,Mural 3,Mural,595
Parse-2-02_30_65__sParse,Parse,2,02_30_65__sParse,11,GABAergic PVALB interneuron,1215,2178,2.29568411386593,-8.086331,6.149038,02_30_65__sParse-2,PVALB 1,GABAergic,493
Parse-2-02_30_91__sParse,Parse,2,02_30_91__sParse,14,14,1234,1850,0.0540540540540541,2.1498733,-8.335861,02_30_91__sParse-2,14,14,568
Parse-2-02_30_95__sParse,Parse,2,02_30_95__sParse,2,Mural-2,3402,7067,0.155653035234187,-0.91510844,4.6205826,02_30_95__sParse-2,Mural 2,Mural,2260
Parse-2-02_31_29__sParse,Parse,2,02_31_29__sParse,3,Glutamatergic neuron,4697,12900,0.418604651162791,11.722554,5.3451567,02_31_29__sParse-2,Glu 1,Glutamatergic,3899
Parse-2-02_31_38__sParse,Parse,2,02_31_38__sParse,14,14,3151,7089,0.536041754831429,1.401237,-8.504088,02_31_38__sParse-2,14,14,1792
Parse-2-02_31_50__sParse,Parse,2,02_31_50__sParse,2,Mural-2,5471,16146,0.402576489533011,-0.8661082,4.550477,02_31_50__sParse-2,Mural 2,Mural,4252
Parse-2-02_31_56__sParse,Parse,2,02_31_56__sParse,14,14,5191,14558,0.164857810138755,0.5879359,-8.506637,02_31_56__sParse-2,14,14,5290
Parse-2-02_31_65__sParse,Parse,2,02_31_65__sParse,1,Mural,7271,29268,0.228918955856225,6.5331388,9.078888,02_31_65__sParse-2,Mural 1,Mural,8105
Parse-2-02_31_66__sParse,Parse,2,02_31_66__sParse,5,Mural-3,3510,7392,0.162337662337662,1.1437087,5.2170577,02_31_66__sParse-2,Mural 3,Mural,2160
Parse-2-02_31_88__sParse,Parse,2,02_31_88__sParse,6,GABAergic VIP interneuron,5779,18235,0.0932273101179051,-2.006896,16.271538,02_31_88__sParse-2,VIP 1,GABAergic,5257
Parse-2-02_32_13__sParse,Parse,2,02_32_13__sParse,6,GABAergic VIP interneuron,2661,5765,1.37033824804857,-1.2331384,19.040298,02_32_13__sParse-2,VIP 1,GABAergic,1410
Parse-2-02_32_69__sParse,Parse,2,02_32_69__sParse,3,Glutamatergic neuron,4295,10374,0.115673799884326,11.736396,5.784955,02_32_69__sParse-2,Glu 1,Glutamatergic,4018
Parse-2-02_32_95__sParse,Parse,2,02_32_95__sParse,2,Mural-2,6023,20310,0.384047267355982,-0.48023492,4.2695255,02_32_95__sParse-2,Mural 2,Mural,6568
Parse-2-02_33_41__sParse,Parse,2,02_33_41__sParse,1,Mural,5594,16941,0.200696535033351,5.778062,9.165965,02_33_41__sParse-2,Mural 1,Mural,5079
