barcode,platform,replicate,bc,leiden_labels_res20,cluster,n_genes,n_counts,percent_mito,umap_1,umap_2,donor_barcode,cluster_label,cell_type,junctions
Parse-1-01_01_08__sParse,Parse,1,01_01_08__sParse,6,GABAergic VIP interneuron,1093,1793,5.80033463469046,-1.7342914,16.803848,01_01_08__sParse-1,VIP 1,GABAergic,345
Parse-1-01_01_14__sParse,Parse,1,01_01_14__sParse,12,12,4485,11310,0.0618921308576481,5.2854543,13.364547,01_01_14__sParse-1,12,12,2241
Parse-1-01_01_40__sParse,Parse,1,01_01_40__sParse,7,Glutamatergic neuron-3,5260,16526,0.199685344305942,-2.391658,-3.4269598,01_01_40__sParse-1,Glu 3,Glutamatergic,3090
Parse-1-01_02_33__sParse,Parse,1,01_02_33__sParse,3,Glutamatergic neuron,3511,8038,0.236377208260761,11.682088,6.1498485,01_02_33__sParse-1,Glu 1,Glutamatergic,1299
Parse-1-01_02_47__sParse,Parse,1,01_02_47__sParse,1,Mural,3259,6428,0.435594275046671,4.510441,9.118673,01_02_47__sParse-1,Mural 1,Mural,1539
Parse-1-01_02_80__sParse,Parse,1,01_02_80__sParse,10,Glutamatergic neuron-5,744,1173,2.0460358056266,1.9978627,7.858792,01_02_80__sParse-1,Glu 5,Glutamatergic,115
Parse-1-01_02_94__sParse,Parse,1,01_02_94__sParse,10,Glutamatergic neuron-5,1120,1916,0.939457202505219,8.321194,5.746256,01_02_94__sParse-1,Glu 5,Glutamatergic,364
Parse-1-01_03_01__sParse,Parse,1,01_03_01__sParse,3,Glutamatergic neuron,1272,1885,0.0530503978779841,10.248781,5.7097874,01_03_01__sParse-1,Glu 1,Glutamatergic,465
Parse-1-01_03_07__sParse,Parse,1,01_03_07__sParse,9,Glutamatergic neuron-4,4625,12186,0.0164122763827343,9.073316,11.05333,01_03_07__sParse-1,Glu 4,Glutamatergic,2181
Parse-1-01_03_12__sParse,Parse,1,01_03_12__sParse,11,GABAergic PVALB interneuron,2878,5663,0.247218788627936,-9.034752,6.8613358,01_03_12__sParse-1,PVALB 1,GABAergic,1185
Parse-1-01_03_21__sParse,Parse,1,01_03_21__sParse,10,Glutamatergic neuron-5,1854,3999,0.70017504376094,8.505766,4.854894,01_03_21__sParse-1,Glu 5,Glutamatergic,552
Parse-1-01_03_32__sParse,Parse,1,01_03_32__sParse,5,Mural-3,4687,13234,0.0831192383255252,2.0453901,4.6709313,01_03_32__sParse-1,Mural 3,Mural,2428
Parse-1-01_03_52__sParse,Parse,1,01_03_52__sParse,2,Mural-2,4346,10381,0.41421828340237,-2.1257584,5.5229497,01_03_52__sParse-1,Mural 2,Mural,2102
Parse-1-01_03_55__sParse,Parse,1,01_03_55__sParse,12,12,2934,5681,0.105615208590037,6.274774,12.679035,01_03_55__sParse-1,12,12,1284
Parse-1-01_03_60__sParse,Parse,1,01_03_60__sParse,3,Glutamatergic neuron,2888,5604,0.0713775874375446,11.004112,7.3672786,01_03_60__sParse-1,Glu 1,Glutamatergic,795
Parse-1-01_03_83__sParse,Parse,1,01_03_83__sParse,2,Mural-2,3060,6368,0.204145728643216,-1.0704728,6.3941007,01_03_83__sParse-1,Mural 2,Mural,1058
Parse-1-01_03_84__sParse,Parse,1,01_03_84__sParse,5,Mural-3,2318,5063,3.12067943906775,2.443081,4.611307,01_03_84__sParse-1,Mural 3,Mural,664
Parse-1-01_04_03__sParse,Parse,1,01_04_03__sParse,4,Glutamatergic neuron-2,4217,10429,0.0767091763352191,11.571054,7.6280384,01_04_03__sParse-1,Glu 2,Glutamatergic,2981
Parse-1-01_04_04__sParse,Parse,1,01_04_04__sParse,12,12,2185,4621,1.10365721705259,4.007685,12.008935,01_04_04__sParse-1,12,12,764
Parse-1-01_04_06__sParse,Parse,1,01_04_06__sParse,15,Mural-5,2772,6132,0.962165688193085,2.4026237,12.376101,01_04_06__sParse-1,Mural 5,Mural,998
Parse-1-01_04_10__sParse,Parse,1,01_04_10__sParse,8,OPC,3213,6723,1.18994496504537,2.78094,20.208063,01_04_10__sParse-1,OPC 1,OPC,1161
Parse-1-01_04_14__sParse,Parse,1,01_04_14__sParse,8,OPC,2211,4944,0.303398058252427,2.3311055,20.77583,01_04_14__sParse-1,OPC 1,OPC,681
Parse-1-01_04_22__sParse,Parse,1,01_04_22__sParse,4,Glutamatergic neuron-2,6608,23040,0.0347222222222222,11.730168,8.083675,01_04_22__sParse-1,Glu 2,Glutamatergic,6606
Parse-1-01_04_24__sParse,Parse,1,01_04_24__sParse,7,Glutamatergic neuron-3,2722,5445,0.0550964187327824,-1.1469909,-2.7577686,01_04_24__sParse-1,Glu 3,Glutamatergic,1327
Parse-1-01_04_31__sParse,Parse,1,01_04_31__sParse,8,OPC,4277,12314,0.479129446158844,3.426103,20.727694,01_04_31__sParse-1,OPC 1,OPC,1927
Parse-1-01_04_55__sParse,Parse,1,01_04_55__sParse,1,Mural,1451,2665,2.4390243902439,3.9252095,8.4768305,01_04_55__sParse-1,Mural 1,Mural,480
Parse-1-01_04_56__sParse,Parse,1,01_04_56__sParse,12,12,3945,9253,0.821355236139631,4.551798,12.754135,01_04_56__sParse-1,12,12,1682
Parse-1-01_04_68__sParse,Parse,1,01_04_68__sParse,1,Mural,3030,5989,0.651193855401569,4.4255114,9.479433,01_04_68__sParse-1,Mural 1,Mural,1118
Parse-1-01_05_05__sParse,Parse,1,01_05_05__sParse,12,12,2848,5293,0.566786321556773,4.52981,11.3975,01_05_05__sParse-1,12,12,1386
Parse-1-01_05_26__sParse,Parse,1,01_05_26__sParse,5,Mural-3,2446,4657,0.193257461885334,2.762046,5.357643,01_05_26__sParse-1,Mural 3,Mural,644
Parse-1-01_05_31__sParse,Parse,1,01_05_31__sParse,3,Glutamatergic neuron,3316,6988,0.0286204922724671,11.228848,7.4297423,01_05_31__sParse-1,Glu 1,Glutamatergic,1362
Parse-1-01_05_45__sParse,Parse,1,01_05_45__sParse,7,Glutamatergic neuron-3,4803,13043,0.13800506018554,-1.1797535,-3.3100848,01_05_45__sParse-1,Glu 3,Glutamatergic,3170
Parse-1-01_05_60__sParse,Parse,1,01_05_60__sParse,1,Mural,3544,7584,0.303270042194093,5.136289,8.608828,01_05_60__sParse-1,Mural 1,Mural,1391
Parse-1-01_05_62__sParse,Parse,1,01_05_62__sParse,13,Mural-4,1439,2472,0.242718446601942,18.023521,7.7167172,01_05_62__sParse-1,Mural 4,Mural,758
Parse-1-01_05_69__sParse,Parse,1,01_05_69__sParse,5,Mural-3,4857,11995,2.65110462692789,1.1583893,5.2136617,01_05_69__sParse-1,Mural 3,Mural,2790
Parse-1-01_06_02__sParse,Parse,1,01_06_02__sParse,2,Mural-2,3039,6113,0.0654343203009979,-0.59410566,6.278965,01_06_02__sParse-1,Mural 2,Mural,1301
Parse-1-01_06_32__sParse,Parse,1,01_06_32__sParse,4,Glutamatergic neuron-2,4097,12004,0.183272242585805,10.5698185,8.316722,01_06_32__sParse-1,Glu 2,Glutamatergic,2190
Parse-1-01_06_52__sParse,Parse,1,01_06_52__sParse,3,Glutamatergic neuron,5476,19607,0.0510021930943031,11.985214,5.5791855,01_06_52__sParse-1,Glu 1,Glutamatergic,3493
Parse-1-01_06_65__sParse,Parse,1,01_06_65__sParse,1,Mural,1628,3078,1.00714749837557,4.138918,8.331738,01_06_65__sParse-1,Mural 1,Mural,521
Parse-1-01_07_10__sParse,Parse,1,01_07_10__sParse,12,12,3533,8004,0.124937531234383,4.954133,11.675187,01_07_10__sParse-1,12,12,1233
Parse-1-01_07_51__sParse,Parse,1,01_07_51__sParse,15,Mural-5,3474,7449,0.134246207544637,2.938887,10.986006,01_07_51__sParse-1,Mural 5,Mural,1620
Parse-1-01_07_77__sParse,Parse,1,01_07_77__sParse,7,Glutamatergic neuron-3,3362,7451,0.147631190444236,-2.0140607,-2.8876297,01_07_77__sParse-1,Glu 3,Glutamatergic,1669
Parse-1-01_07_86__sParse,Parse,1,01_07_86__sParse,13,Mural-4,1682,3149,0.444585582724675,18.893518,6.782089,01_07_86__sParse-1,Mural 4,Mural,688
Parse-1-01_08_21__sParse,Parse,1,01_08_21__sParse,11,GABAergic PVALB interneuron,2238,4070,0.58968058968059,-9.288175,6.816786,01_08_21__sParse-1,PVALB 1,GABAergic,923
Parse-1-01_08_35__sParse,Parse,1,01_08_35__sParse,1,Mural,1204,2023,0.790904597132971,3.6484344,8.875408,01_08_35__sParse-1,Mural 1,Mural,362
Parse-1-01_08_38__sParse,Parse,1,01_08_38__sParse,18,GABAergic neuron,3650,8275,0.459214501510574,-1.2117552,24.016575,01_08_38__sParse-1,GABAergic 1,GABAergic,1641
Parse-1-01_08_51__sParse,Parse,1,01_08_51__sParse,5,Mural-3,1632,3206,2.46412975670618,3.311803,5.6291156,01_08_51__sParse-1,Mural 3,Mural,648
Parse-1-01_08_67__sParse,Parse,1,01_08_67__sParse,4,Glutamatergic neuron-2,1387,2022,0.0494559841740851,8.753958,7.624688,01_08_67__sParse-1,Glu 2,Glutamatergic,161
Parse-1-01_08_82__sParse,Parse,1,01_08_82__sParse,2,Mural-2,2973,5740,0.121951219512195,-0.908655,5.8855023,01_08_82__sParse-1,Mural 2,Mural,1357
Parse-1-01_09_06__sParse,Parse,1,01_09_06__sParse,16,GABAergic SST interneuron,1195,1786,0.447928331466965,-7.851026,9.206989,01_09_06__sParse-1,SST 1,GABAergic,234
Parse-1-01_09_42__sParse,Parse,1,01_09_42__sParse,8,OPC,3635,8705,0.080413555427915,1.9006121,19.72767,01_09_42__sParse-1,OPC 1,OPC,1204
Parse-1-01_09_53__sParse,Parse,1,01_09_53__sParse,2,Mural-2,2117,3580,0.391061452513967,0.6803173,6.347811,01_09_53__sParse-1,Mural 2,Mural,498
Parse-1-01_09_74__sParse,Parse,1,01_09_74__sParse,16,GABAergic SST interneuron,872,1235,0.48582995951417,-7.5150084,9.1059265,01_09_74__sParse-1,SST 1,GABAergic,252
Parse-1-01_10_13__sParse,Parse,1,01_10_13__sParse,7,Glutamatergic neuron-3,2929,5624,0.0177809388335704,0.15400693,-3.0509384,01_10_13__sParse-1,Glu 3,Glutamatergic,1002
Parse-1-01_10_17__sParse,Parse,1,01_10_17__sParse,1,Mural,1930,3053,0.687848018342614,3.7681727,8.827837,01_10_17__sParse-1,Mural 1,Mural,796
Parse-1-01_10_18__sParse,Parse,1,01_10_18__sParse,11,GABAergic PVALB interneuron,863,1321,0.0757002271006813,-7.7813544,6.261334,01_10_18__sParse-1,PVALB 1,GABAergic,391
Parse-1-01_10_33__sParse,Parse,1,01_10_33__sParse,1,Mural,1314,2122,0.659754948162111,2.8883731,8.8934555,01_10_33__sParse-1,Mural 1,Mural,395
Parse-1-01_10_41__sParse,Parse,1,01_10_41__sParse,18,GABAergic neuron,997,1389,0.647948164146868,-1.6284306,23.705912,01_10_41__sParse-1,GABAergic 1,GABAergic,285
Parse-1-01_10_87__sParse,Parse,1,01_10_87__sParse,6,GABAergic VIP interneuron,2139,4091,0.342214617452945,-3.2561057,17.95238,01_10_87__sParse-1,VIP 1,GABAergic,641
Parse-1-01_11_15__sParse,Parse,1,01_11_15__sParse,1,Mural,4378,11178,0.295222758990875,5.8186707,7.9243264,01_11_15__sParse-1,Mural 1,Mural,1921
Parse-1-01_11_63__sParse,Parse,1,01_11_63__sParse,12,12,5431,16044,0.168287210172027,5.3562546,11.855015,01_11_63__sParse-1,12,12,3284
Parse-1-01_11_84__sParse,Parse,1,01_11_84__sParse,6,GABAergic VIP interneuron,3117,8029,0.485739195416615,-1.6120315,16.022408,01_11_84__sParse-1,VIP 1,GABAergic,1322
Parse-1-01_11_96__sParse,Parse,1,01_11_96__sParse,9,Glutamatergic neuron-4,7751,33734,0.254935673208039,9.590184,12.216617,01_11_96__sParse-1,Glu 4,Glutamatergic,6193
Parse-1-01_12_02__sParse,Parse,1,01_12_02__sParse,20,Microglia,1050,1514,0.858652575957728,21.600464,2.7591035,01_12_02__sParse-1,Microglia 1,Microglia,198
Parse-1-01_12_12__sParse,Parse,1,01_12_12__sParse,2,Mural-2,3321,8491,0.0706630549994111,-1.7187976,5.935779,01_12_12__sParse-1,Mural 2,Mural,1303
Parse-1-01_12_37__sParse,Parse,1,01_12_37__sParse,10,Glutamatergic neuron-5,2006,4201,1.4282313734825,8.734336,4.851263,01_12_37__sParse-1,Glu 5,Glutamatergic,689
Parse-1-01_12_39__sParse,Parse,1,01_12_39__sParse,3,Glutamatergic neuron,1259,1887,0,9.772184,5.9156456,01_12_39__sParse-1,Glu 1,Glutamatergic,443
Parse-1-01_12_45__sParse,Parse,1,01_12_45__sParse,1,Mural,4611,11069,1.14734845062788,5.3183117,7.9759927,01_12_45__sParse-1,Mural 1,Mural,2575
Parse-1-01_12_50__sParse,Parse,1,01_12_50__sParse,10,Glutamatergic neuron-5,3807,10401,0.307662724738006,9.160712,5.4915843,01_12_50__sParse-1,Glu 5,Glutamatergic,1898
Parse-1-01_12_51__sParse,Parse,1,01_12_51__sParse,9,Glutamatergic neuron-4,2465,5577,0.735162273623812,8.330931,11.516182,01_12_51__sParse-1,Glu 4,Glutamatergic,892
Parse-1-01_12_56__sParse,Parse,1,01_12_56__sParse,18,GABAergic neuron,4189,10616,0.584024114544084,-1.3382491,24.25597,01_12_56__sParse-1,GABAergic 1,GABAergic,1866
Parse-1-01_12_88__sParse,Parse,1,01_12_88__sParse,4,Glutamatergic neuron-2,2253,4727,0.359636132853818,8.983674,6.504744,01_12_88__sParse-1,Glu 2,Glutamatergic,750
Parse-1-01_13_01__sParse,Parse,1,01_13_01__sParse,11,GABAergic PVALB interneuron,2030,4002,0.87456271864068,-8.326523,5.748058,01_13_01__sParse-1,PVALB 1,GABAergic,704
Parse-1-01_13_62__sParse,Parse,1,01_13_62__sParse,9,Glutamatergic neuron-4,4025,9210,0.836047774158523,8.995851,11.130059,01_13_62__sParse-1,Glu 4,Glutamatergic,2354
Parse-1-01_13_65__sParse,Parse,1,01_13_65__sParse,3,Glutamatergic neuron,1747,3468,0.173010380622837,10.197067,6.283599,01_13_65__sParse-1,Glu 1,Glutamatergic,935
Parse-1-01_13_70__sParse,Parse,1,01_13_70__sParse,1,Mural,4048,9701,0.15462323471807,4.88529,9.749473,01_13_70__sParse-1,Mural 1,Mural,2309
Parse-1-01_14_51__sParse,Parse,1,01_14_51__sParse,6,GABAergic VIP interneuron,1132,2106,0.474833808167142,-2.2257223,18.538776,01_14_51__sParse-1,VIP 1,GABAergic,288
Parse-1-01_14_69__sParse,Parse,1,01_14_69__sParse,8,OPC,1071,1725,0.869565217391304,2.3698852,21.03288,01_14_69__sParse-1,OPC 1,OPC,400
Parse-1-01_14_83__sParse,Parse,1,01_14_83__sParse,1,Mural,1377,2263,2.60715863897481,3.1885178,9.5952835,01_14_83__sParse-1,Mural 1,Mural,503
Parse-1-01_14_92__sParse,Parse,1,01_14_92__sParse,20,Microglia,3012,6877,1.48320488585139,21.923193,2.6343327,01_14_92__sParse-1,Microglia 1,Microglia,1350
Parse-1-01_15_35__sParse,Parse,1,01_15_35__sParse,12,12,5234,14366,0.278435194208548,4.7031107,13.431482,01_15_35__sParse-1,12,12,2611
Parse-1-01_15_76__sParse,Parse,1,01_15_76__sParse,2,Mural-2,5931,17951,0.233970252353629,-0.47301292,3.878497,01_15_76__sParse-1,Mural 2,Mural,4683
Parse-1-01_16_31__sParse,Parse,1,01_16_31__sParse,16,GABAergic SST interneuron,2261,4534,0,-8.626007,9.585608,01_16_31__sParse-1,SST 1,GABAergic,801
Parse-1-01_16_37__sParse,Parse,1,01_16_37__sParse,1,Mural,2793,5129,0.409436537336713,4.093819,9.159521,01_16_37__sParse-1,Mural 1,Mural,1209
Parse-1-01_16_71__sParse,Parse,1,01_16_71__sParse,3,Glutamatergic neuron,3552,7966,0.251067034898318,10.916255,6.168035,01_16_71__sParse-1,Glu 1,Glutamatergic,1126
Parse-1-01_16_81__sParse,Parse,1,01_16_81__sParse,10,Glutamatergic neuron-5,4617,12451,0.0803148341498675,8.492876,4.7766366,01_16_81__sParse-1,Glu 5,Glutamatergic,2714
Parse-1-01_16_94__sParse,Parse,1,01_16_94__sParse,2,Mural-2,5172,14595,0.0959232613908873,-0.4651514,4.3645616,01_16_94__sParse-1,Mural 2,Mural,3008
Parse-1-01_17_24__sParse,Parse,1,01_17_24__sParse,1,Mural,4234,10341,0.309447829030074,5.932203,8.134317,01_17_24__sParse-1,Mural 1,Mural,2136
Parse-1-01_17_51__sParse,Parse,1,01_17_51__sParse,4,Glutamatergic neuron-2,3925,9218,0.206118463875027,10.493647,8.398594,01_17_51__sParse-1,Glu 2,Glutamatergic,1919
Parse-1-01_17_54__sParse,Parse,1,01_17_54__sParse,15,Mural-5,4558,11696,0.085499316005472,2.7081318,12.249184,01_17_54__sParse-1,Mural 5,Mural,2453
Parse-1-01_17_73__sParse,Parse,1,01_17_73__sParse,3,Glutamatergic neuron,5755,17928,0.0167336010709505,11.874398,7.524349,01_17_73__sParse-1,Glu 1,Glutamatergic,4331
Parse-1-01_17_84__sParse,Parse,1,01_17_84__sParse,4,Glutamatergic neuron-2,2850,6790,0.353460972017673,10.918881,9.683235,01_17_84__sParse-1,Glu 2,Glutamatergic,1289
Parse-1-01_18_20__sParse,Parse,1,01_18_20__sParse,1,Mural,2197,4729,0.0845844787481497,4.598492,9.003184,01_18_20__sParse-1,Mural 1,Mural,776
Parse-1-01_18_53__sParse,Parse,1,01_18_53__sParse,3,Glutamatergic neuron,3073,7503,0.266560042649607,11.707093,6.692038,01_18_53__sParse-1,Glu 1,Glutamatergic,1493
Parse-1-01_18_58__sParse,Parse,1,01_18_58__sParse,5,Mural-3,2372,5127,1.18977959820558,2.15269,4.1117578,01_18_58__sParse-1,Mural 3,Mural,944
Parse-1-01_19_76__sParse,Parse,1,01_19_76__sParse,2,Mural-2,3093,7699,2.64969476555397,-0.8740149,5.64637,01_19_76__sParse-1,Mural 2,Mural,1117
Parse-1-01_19_82__sParse,Parse,1,01_19_82__sParse,7,Glutamatergic neuron-3,1245,2232,2.01612903225806,-1.0872421,-2.9912417,01_19_82__sParse-1,Glu 3,Glutamatergic,425
Parse-1-01_20_20__sParse,Parse,1,01_20_20__sParse,1,Mural,1890,3497,1.80154418072634,4.7549744,9.741062,01_20_20__sParse-1,Mural 1,Mural,687
Parse-1-01_20_27__sParse,Parse,1,01_20_27__sParse,12,12,2539,5366,1.86358553857622,5.1069136,13.203921,01_20_27__sParse-1,12,12,949
Parse-1-01_20_46__sParse,Parse,1,01_20_46__sParse,6,GABAergic VIP interneuron,1446,2659,0.48890560361038,-1.014001,17.173227,01_20_46__sParse-1,VIP 1,GABAergic,411
Parse-1-01_20_69__sParse,Parse,1,01_20_69__sParse,7,Glutamatergic neuron-3,6848,30346,0.201014960785606,-0.44326138,-3.549603,01_20_69__sParse-1,Glu 3,Glutamatergic,5559
Parse-1-01_21_02__sParse,Parse,1,01_21_02__sParse,14,14,3259,6863,0.101996211569285,1.2276798,-8.507939,01_21_02__sParse-1,14,14,1404
Parse-1-01_21_18__sParse,Parse,1,01_21_18__sParse,11,GABAergic PVALB interneuron,2314,4884,0.941850941850942,-9.178865,5.875582,01_21_18__sParse-1,PVALB 1,GABAergic,1030
Parse-1-01_21_64__sParse,Parse,1,01_21_64__sParse,10,Glutamatergic neuron-5,3185,6927,0.158798902843944,8.318417,5.5170164,01_21_64__sParse-1,Glu 5,Glutamatergic,1120
Parse-1-01_21_65__sParse,Parse,1,01_21_65__sParse,1,Mural,2732,6518,1.39613378336913,4.9629145,10.948593,01_21_65__sParse-1,Mural 1,Mural,873
Parse-1-01_21_89__sParse,Parse,1,01_21_89__sParse,3,Glutamatergic neuron,3523,7428,0.14808831448573,11.91137,7.380289,01_21_89__sParse-1,Glu 1,Glutamatergic,1334
Parse-1-01_22_41__sParse,Parse,1,01_22_41__sParse,9,Glutamatergic neuron-4,4957,13708,0.0875401225561716,8.761335,11.527267,01_22_41__sParse-1,Glu 4,Glutamatergic,2320
Parse-1-01_22_66__sParse,Parse,1,01_22_66__sParse,6,GABAergic VIP interneuron,1360,2489,1.52671755725191,-2.6908565,16.230392,01_22_66__sParse-1,VIP 1,GABAergic,390
Parse-1-01_22_75__sParse,Parse,1,01_22_75__sParse,7,Glutamatergic neuron-3,4104,10585,0,-2.1910672,-3.123374,01_22_75__sParse-1,Glu 3,Glutamatergic,2333
Parse-1-01_22_86__sParse,Parse,1,01_22_86__sParse,9,Glutamatergic neuron-4,2300,4969,0.845240491044476,8.705548,11.939219,01_22_86__sParse-1,Glu 4,Glutamatergic,1201
Parse-1-01_23_19__sParse,Parse,1,01_23_19__sParse,12,12,1787,3594,3.56149137451308,4.381835,13.091454,01_23_19__sParse-1,12,12,493
Parse-1-01_23_39__sParse,Parse,1,01_23_39__sParse,5,Mural-3,3921,9091,0.3189968100319,2.825893,4.768924,01_23_39__sParse-1,Mural 3,Mural,1464
Parse-1-01_23_52__sParse,Parse,1,01_23_52__sParse,10,Glutamatergic neuron-5,1940,3489,0.143307537976498,0.65105337,6.146975,01_23_52__sParse-1,Glu 5,Glutamatergic,541
Parse-1-01_23_60__sParse,Parse,1,01_23_60__sParse,1,Mural,3716,7787,0.205470656221908,5.2908816,9.717787,01_23_60__sParse-1,Mural 1,Mural,1736
Parse-1-01_23_67__sParse,Parse,1,01_23_67__sParse,13,Mural-4,1168,1978,0.303336703741153,19.070566,6.4438863,01_23_67__sParse-1,Mural 4,Mural,423
Parse-1-01_23_68__sParse,Parse,1,01_23_68__sParse,10,Glutamatergic neuron-5,1999,3885,0.128700128700129,8.051922,5.799589,01_23_68__sParse-1,Glu 5,Glutamatergic,618
Parse-1-01_23_75__sParse,Parse,1,01_23_75__sParse,1,Mural,4645,11181,1.21634916375995,5.8692074,8.095428,01_23_75__sParse-1,Mural 1,Mural,2332
Parse-1-01_23_81__sParse,Parse,1,01_23_81__sParse,6,GABAergic VIP interneuron,1091,2131,0.0469263256687001,-0.49878457,15.994905,01_23_81__sParse-1,VIP 1,GABAergic,228
Parse-1-01_23_92__sParse,Parse,1,01_23_92__sParse,11,GABAergic PVALB interneuron,1210,2301,0.130378096479791,-8.25986,6.6389947,01_23_92__sParse-1,PVALB 1,GABAergic,515
Parse-1-01_24_10__sParse,Parse,1,01_24_10__sParse,3,Glutamatergic neuron,1617,2731,0.146466495789088,10.876361,5.536234,01_24_10__sParse-1,Glu 1,Glutamatergic,590
Parse-1-01_24_23__sParse,Parse,1,01_24_23__sParse,8,OPC,2114,4662,0.257400257400257,-1.9689889,19.70554,01_24_23__sParse-1,OPC 1,OPC,500
Parse-1-01_24_26__sParse,Parse,1,01_24_26__sParse,1,Mural,1960,3911,1.68754794170289,4.074392,8.3798,01_24_26__sParse-1,Mural 1,Mural,633
Parse-1-01_24_46__sParse,Parse,1,01_24_46__sParse,13,Mural-4,975,1606,0.24906600249066,19.40212,6.763822,01_24_46__sParse-1,Mural 4,Mural,409
Parse-1-01_24_58__sParse,Parse,1,01_24_58__sParse,5,Mural-3,4604,12497,0.288069136592782,3.3812535,5.3797936,01_24_58__sParse-1,Mural 3,Mural,2455
Parse-1-01_24_60__sParse,Parse,1,01_24_60__sParse,6,GABAergic VIP interneuron,892,1329,0.601956358164033,-3.2437031,18.262379,01_24_60__sParse-1,VIP 1,GABAergic,177
Parse-1-01_24_62__sParse,Parse,1,01_24_62__sParse,1,Mural,1751,2695,0.51948051948052,3.006983,9.834696,01_24_62__sParse-1,Mural 1,Mural,531
Parse-1-01_24_80__sParse,Parse,1,01_24_80__sParse,1,Mural,3890,9083,0,5.1175013,8.892577,01_24_80__sParse-1,Mural 1,Mural,1888
Parse-1-01_24_84__sParse,Parse,1,01_24_84__sParse,14,14,3408,7074,0.339270568278202,1.5725093,-8.161826,01_24_84__sParse-1,14,14,1285
Parse-1-01_25_03__sParse,Parse,1,01_25_03__sParse,6,GABAergic VIP interneuron,1165,1857,0.376952073236403,-1.2048206,18.9742,01_25_03__sParse-1,VIP 1,GABAergic,314
Parse-1-01_25_81__sParse,Parse,1,01_25_81__sParse,8,OPC,2350,4568,0.503502626970228,2.6743588,20.303503,01_25_81__sParse-1,OPC 1,OPC,800
Parse-1-01_25_90__sParse,Parse,1,01_25_90__sParse,7,Glutamatergic neuron-3,2178,3791,0.0527565286204168,0.09537548,-2.9181912,01_25_90__sParse-1,Glu 3,Glutamatergic,661
Parse-1-01_26_03__sParse,Parse,1,01_26_03__sParse,4,Glutamatergic neuron-2,1817,3783,0.0528680941052075,9.798365,8.179026,01_26_03__sParse-1,Glu 2,Glutamatergic,654
Parse-1-01_26_10__sParse,Parse,1,01_26_10__sParse,2,Mural-2,1840,3530,1.78470254957507,-0.72585106,6.3690505,01_26_10__sParse-1,Mural 2,Mural,488
Parse-1-01_26_24__sParse,Parse,1,01_26_24__sParse,2,Mural-2,5046,13977,0.107319167203263,-1.0528097,5.5528316,01_26_24__sParse-1,Mural 2,Mural,2682
Parse-1-01_26_32__sParse,Parse,1,01_26_32__sParse,6,GABAergic VIP interneuron,880,1426,0.701262272089762,-0.55784196,17.5785,01_26_32__sParse-1,VIP 1,GABAergic,189
Parse-1-01_26_41__sParse,Parse,1,01_26_41__sParse,5,Mural-3,3582,8302,0.433630450493857,3.423696,5.737896,01_26_41__sParse-1,Mural 3,Mural,1621
Parse-1-01_26_43__sParse,Parse,1,01_26_43__sParse,3,Glutamatergic neuron,3458,9479,0.12659563245068,11.498372,7.1441364,01_26_43__sParse-1,Glu 1,Glutamatergic,1817
Parse-1-01_26_64__sParse,Parse,1,01_26_64__sParse,6,GABAergic VIP interneuron,1769,3652,0.219058050383352,-0.056112494,16.058363,01_26_64__sParse-1,VIP 1,GABAergic,623
Parse-1-01_26_65__sParse,Parse,1,01_26_65__sParse,10,Glutamatergic neuron-5,5137,14560,0.302197802197802,7.954233,4.8824663,01_26_65__sParse-1,Glu 5,Glutamatergic,2725
Parse-1-01_26_68__sParse,Parse,1,01_26_68__sParse,2,Mural-2,3492,7541,0.106086725898422,-0.44278926,5.529565,01_26_68__sParse-1,Mural 2,Mural,1279
Parse-1-01_26_71__sParse,Parse,1,01_26_71__sParse,10,Glutamatergic neuron-5,1140,1877,1.59829515183804,8.876802,6.9496317,01_26_71__sParse-1,Glu 5,Glutamatergic,364
Parse-1-01_26_94__sParse,Parse,1,01_26_94__sParse,9,Glutamatergic neuron-4,2673,5045,0.0792864222001982,8.327965,11.066086,01_26_94__sParse-1,Glu 4,Glutamatergic,1075
Parse-1-01_27_08__sParse,Parse,1,01_27_08__sParse,1,Mural,2119,3582,0.195421552205472,3.4051738,9.889013,01_27_08__sParse-1,Mural 1,Mural,702
Parse-1-01_27_33__sParse,Parse,1,01_27_33__sParse,6,GABAergic VIP interneuron,919,1412,0.991501416430595,-0.89303535,18.275082,01_27_33__sParse-1,VIP 1,GABAergic,231
Parse-1-01_27_63__sParse,Parse,1,01_27_63__sParse,14,14,4176,10525,0.0855106888361045,0.8584054,-8.707437,01_27_63__sParse-1,14,14,2509
Parse-1-01_27_71__sParse,Parse,1,01_27_71__sParse,4,Glutamatergic neuron-2,3113,7733,0.245700245700246,10.003132,7.2287526,01_27_71__sParse-1,Glu 2,Glutamatergic,1344
Parse-1-01_27_87__sParse,Parse,1,01_27_87__sParse,2,Mural-2,1394,2508,1.19617224880383,0.21135099,5.74732,01_27_87__sParse-1,Mural 2,Mural,342
Parse-1-01_27_88__sParse,Parse,1,01_27_88__sParse,4,Glutamatergic neuron-2,6491,23047,0.355794680435632,9.822573,7.827666,01_27_88__sParse-1,Glu 2,Glutamatergic,5480
Parse-1-01_28_07__sParse,Parse,1,01_28_07__sParse,6,GABAergic VIP interneuron,1080,1931,3.93578456758157,-1.2575748,17.336367,01_28_07__sParse-1,VIP 1,GABAergic,293
